cf,name,last_name,birthdate,gender,city,gen1,gen2,partner_of
BNNRGR89H08A859J,Ruggera,Benincasa,1989-06-08,F,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,CMADLZ91R25B963A
BNNCMN89P27A859F,Clemente,Benincasa,1989-09-27,M,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,DNTVSS87L26G224Y
BNNLVN89R20A859V,Lavinio,Benincasa,1989-10-20,M,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,DMNNLT85R22A662K
BNNJCP89A17A859Y,Jacopo,Benincasa,1989-01-17,M,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,GCNMCL88R24E506N
BNNSNO93M09A859L,Sonia,Benincasa,1993-08-09,F,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,CSLGLL88E05G273S
BNNSLV92L18A859M,Salvo,Benincasa,1992-07-18,M,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,GCNSRA85C03E506B
BNNZRA93B22A859M,Zara,Benincasa,1993-02-22,F,BIELLA,BNNNTN64M14A859J,SMPLNI70C23H501N,GCNRSR85A30E506O
TRDMRZ92S14A390P,Marzia,Turdo,1992-11-14,F,AREZZO,TRDCLL72D24A390F,SMPMSM72H17H501H,CSLCLD84E09G273K
TRDMLD91R06A390P,Matilde,Turdo,1991-10-06,F,AREZZO,TRDCLL72D24A390F,SMPMSM72H17H501H,BRNDNI87M21A326I
TRDRFL92L01A390T,Raffaele,Turdo,1992-07-01,M,AREZZO,TRDCLL72D24A390F,SMPMSM72H17H501H,CSLLTZ88E11G273J
CSLGLD84S13G273E,Gildo,Casolari,1984-11-13,M,PALERMO,CSLCLL65D06G273H,DNTBDT66T26G224F,MRNDRO94M29E506W
CSLLSS85H16G273U,Larissa,Casolari,1985-06-16,F,PALERMO,CSLCLL65D06G273H,DNTBDT66T26G224F,LBRDNT85H27E715U
CSLSST86B09G273R,Sebastiano,Casolari,1986-02-09,M,PALERMO,CSLCLL65D06G273H,DNTBDT66T26G224F,LBRSDR85B18E715E
CSLNTN85L01G273Q,Antonio,Casolari,1985-07-01,M,PALERMO,CSLCLL65D06G273H,DNTBDT66T26G224F,SMNVTT97T31L117Q
CSLNTN87E28G273S,Antonia,Casolari,1987-05-28,F,PALERMO,CSLCLL65D06G273H,DNTBDT66T26G224F,CSLGRL87P30G273G
BNNRLN87R01A859Q,Rosalina,Benincasa,1987-10-01,F,BIELLA,BNNLNS68R11A859D,DNTRCE64L15G224P,CSLMTT87A27G273N
BNNLNE84M31A859B,Elena,Benincasa,1984-08-31,F,BIELLA,BNNLNS68R11A859D,DNTRCE64L15G224P,TRCVSC85E11D643E
BNNLND86E03A859X,Olindo,Benincasa,1986-05-03,M,BIELLA,BNNLNS68R11A859D,DNTRCE64L15G224P,TRCMLD88H23D643H
BNNDNA84E11A859E,Adone,Benincasa,1984-05-11,M,BIELLA,BNNLNS68R11A859D,DNTRCE64L15G224P,LBRLCI84M27E715C
BNNGRG85M11A859L,Giorgio,Benincasa,1985-08-11,M,BIELLA,BNNLNS68R11A859D,DNTRCE64L15G224P,SMPDTL92R23H501L
TRCLSS87S25D643D,Alessio,Trucco,1987-11-25,M,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,SMPDLD92M01H501U
TRCSVR84S13D643X,Saverio,Trucco,1984-11-13,M,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,LBRMNL88B25E715D
TRCVSC85E11D643E,Vasco,Trucco,1985-05-11,M,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,BNNLNE84M31A859B
TRCNGL88D14D643S,Angela,Trucco,1988-04-14,F,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,SMPTTV92R28H501X
TRCNZE87D27D643B,Enza,Trucco,1987-04-27,F,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,MRNLCA93S20E506M
TRCGDE85S10D643Q,Egidio,Trucco,1985-11-10,M,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,LBRTLI87E05E715X
TRCYLO83T22D643U,Yole,Trucco,1983-12-22,F,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,CMARNN90C17B963R
TRCMLD88H23D643H,Matilde,Trucco,1988-06-23,F,FOGGIA,TRCRTD64P18D643L,DNTMSM66M13G224J,BNNLND86E03A859X
CSLMSC84T12G273R,Mascia,Casolari,1984-12-12,F,PALERMO,CSLDNC68C13G273J,DNTGST66H28G224W,CMAFMN96A24B963Y
CSLGGN87B28G273D,Gigino,Casolari,1987-02-28,M,PALERMO,CSLDNC68C13G273J,DNTGST66H28G224W,SMPMRZ90L17H501F
CSLGLL85P22G273D,Guglielma,Casolari,1985-09-22,F,PALERMO,CSLDNC68C13G273J,DNTGST66H28G224W,DNTGLM87M19G224O
CSLNZE87H17G273X,Enza,Casolari,1987-06-17,F,PALERMO,CSLDNC68C13G273J,DNTGST66H28G224W,BNNGLI84L01A859T
LBRLNS83T30E715H,Alfonso,Alberani,1983-12-30,M,LUCCA,LBRSDR65D17E715F,DNTSDR64B13G224V,DNTDLA88E14G224F
LBRDNT85H27E715U,Donato,Alberani,1985-06-27,M,LUCCA,LBRSDR65D17E715F,DNTSDR64B13G224V,CSLLSS85H16G273U
LBRLRC85E01E715Y,Alarico,Alberani,1985-05-01,M,LUCCA,LBRSDR65D17E715F,DNTSDR64B13G224V,
LBRMHL88D28E715N,Michela,Alberani,1988-04-28,F,LUCCA,LBRSDR65D17E715F,DNTSDR64B13G224V,LNZPTR83S27L781T
LBRPLA84T30E715E,Paola,Alberani,1984-12-30,F,LUCCA,LBRSDR65D17E715F,DNTSDR64B13G224V,SMPLNS90A25H501D
LBRTLI87E05E715X,Italia,Alberani,1987-05-05,F,LUCCA,LBRSDR65D17E715F,DNTSDR64B13G224V,TRCGDE85S10D643Q
LNZTLL87P01L781J,Otello,Lionzo,1987-09-01,M,VERONA,LNZRND64R30L781R,CSLVRN67D16G273J,MRNLNR96M02E506D
LNZRRT86S03L781I,Roberto,Lionzo,1986-11-03,M,VERONA,LNZRND64R30L781R,CSLVRN67D16G273J,
LNZPTR83S27L781T,Pietro,Lionzo,1983-11-27,M,VERONA,LNZRND64R30L781R,CSLVRN67D16G273J,LBRMHL88D28E715N
LNZGRT83S22L781U,Gioberto,Lionzo,1983-11-22,M,VERONA,LNZRND64R30L781R,CSLVRN67D16G273J,CMAVLR85P30B963W
GCNFNC84M09E506C,Franco,Giocondo,1984-08-09,M,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,MRNRSR97E17E506G
GCNSRA85C03E506B,Sara,Giocondo,1985-03-03,F,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,BNNSLV92L18A859M
GCNCNL87B28E506T,Cornelia,Giocondo,1987-02-28,F,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,BRNDNT84T12A326Q
GCNVTI88P23E506V,Vito,Giocondo,1988-09-23,M,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,CSLGTV85R21G273X
GCNGNR85H08E506Q,Gennaro,Giocondo,1985-06-08,M,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,BNNFSC85L03A859C
GCNMCL88R24E506N,Marcella,Giocondo,1988-10-24,F,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,BNNJCP89A17A859Y
GCNLRD88B04E506X,Alfredo,Giocondo,1988-02-04,M,LECCE,GCNNNI65A03E506I,CSLMMM67T25G273P,DMNCSG88R15A662E
BNNGLI84L01A859T,Giulio,Benincasa,1984-07-01,M,BIELLA,BNNLPA65E03A859Y,CSLLLN66E13G273O,CSLNZE87H17G273X
BNNFSC85L03A859C,Fosca,Benincasa,1985-07-03,F,BIELLA,BNNLPA65E03A859Y,CSLLLN66E13G273O,GCNGNR85H08E506Q
MRNPRI94L17E506J,Piero,Amarino,1994-07-17,M,LECCE,MRNCTN77H09E506W,CMAVNC67A18B963J,SMNLGR98B15L117D
MRNLND96L03E506D,Lando,Amarino,1996-07-03,M,LECCE,MRNCTN77H09E506W,CMAVNC67A18B963J,TRCRLA92A14D643Q
MRNPLT95P26E506P,Ippolito,Amarino,1995-09-26,M,LECCE,MRNCTN77H09E506W,CMAVNC67A18B963J,CSLSTN87C13G273G
TRDRNR89M26A390Q,Raniero,Turdo,1989-08-26,M,AREZZO,TRDQRN73D07A390G,CMAVLI65M16B963K,CSLLNI86A06G273C
TRDDNI92R26A390E,Dino,Turdo,1992-10-26,M,AREZZO,TRDQRN73D07A390G,CMAVLI65M16B963K,BRNSVG84L08A326L
TRDTTR90P27A390S,Ettore,Turdo,1990-09-27,M,AREZZO,TRDQRN73D07A390G,CMAVLI65M16B963K,SMNDNC85B19L117O
TRDSRN93L14A390C,Sabrina,Turdo,1993-07-14,F,AREZZO,TRDQRN73D07A390G,CMAVLI65M16B963K,CSLSDR87M28G273D
TRDLLE93L18A390S,Lelio,Turdo,1993-07-18,M,AREZZO,TRDQRN73D07A390G,CMAVLI65M16B963K,LBRSRN87M18E715V
TRDVNN90B01A390A,Vanna,Turdo,1990-02-01,F,AREZZO,TRDQRN73D07A390G,CMAVLI65M16B963K,SMNRRT95M17L117X
SMNVNI84C05L117H,Ivano,Simonitto,1984-03-05,M,TERNI,SMNTDD65L31L117Z,CMALRI65D10B963F,MRNDIA95T04E506C
SMNBNL87H24L117D,Brunilde,Simonitto,1987-06-24,F,TERNI,SMNTDD65L31L117Z,CMALRI65D10B963F,CMAFNC93L02B963J
SMNPIO84M24L117R,Pio,Simonitto,1984-08-24,M,TERNI,SMNTDD65L31L117Z,CMALRI65D10B963F,MRNVNI95A02E506M
BRNVNI84A19A326A,Ivano,Brancatisano,1984-01-19,M,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,SMPNTN89S30H501B
BRNDRO87H04A326I,Dora,Brancatisano,1987-06-04,F,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,SMPNBL92A27H501K
BRNDNT84T12A326Q,Donato,Brancatisano,1984-12-12,M,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,GCNCNL87B28E506T
BRNDNI87M21A326I,Dino,Brancatisano,1987-08-21,M,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,TRDMLD91R06A390P
BRNDLN86M28A326P,Adelina,Brancatisano,1986-08-28,F,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,CMATTN92L12B963C
BRNLGO84M08A326F,Olga,Brancatisano,1984-08-08,F,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,SMPMRG90E24H501K
BRNSVG84L08A326L,Selvaggia,Brancatisano,1984-07-08,F,AOSTA,BRNRLA68B17A326T,CMAPLN68H17B963N,TRDDNI92R26A390E
LBRSDR85B18E715E,Sandrina,Alberani,1985-02-18,F,LUCCA,LBRSVR67L22E715W,CMADLE65H29B963U,CSLSST86B09G273R
LBRSMN88E06E715S,Simona,Alberani,1988-05-06,F,LUCCA,LBRSVR67L22E715W,CMADLE65H29B963U,CMACAI95T12B963G
LBRLCI84M27E715C,Licia,Alberani,1984-08-27,F,LUCCA,LBRSVR67L22E715W,CMADLE65H29B963U,BNNDNA84E11A859E
LBRMLD87H19E715C,Mafalda,Alberani,1987-06-19,F,LUCCA,LBRSVR67L22E715W,CMADLE65H29B963U,SMPDNT90H29H501U
TRCFTN18R05D643W,Fortunato,Trucco,2018-10-05,M,FOGGIA,TRCMTN90E05D643R,SMNCSM97A20L117B,
TRCFPP14H24D643Q,Filippo,Trucco,2014-06-24,M,FOGGIA,TRCMTN90E05D643R,SMNCSM97A20L117B,
TRCVIO17B22D643D,Ivo,Trucco,2017-02-22,M,FOGGIA,TRCMTN90E05D643R,SMNCSM97A20L117B,
SMPBNT15B03H501V,Benito,Semplice,2015-02-03,M,ROMA,SMPBLD89R02H501S,SMNBRT94P08L117S,
SMPDLN15D16H501R,Adelina,Semplice,2015-04-16,F,ROMA,SMPBLD89R02H501S,SMNBRT94P08L117S,
SMPLDR17E02H501Z,Leandro,Semplice,2017-05-02,M,ROMA,SMPBLD89R02H501S,SMNBRT94P08L117S,
SMPYND16D12H501J,Yolanda,Semplice,2016-04-12,F,ROMA,SMPTTI90H16H501M,SMNMLN95P04L117K,
SMPGFR16B12H501R,Goffredo,Semplice,2016-02-12,M,ROMA,SMPTTI90H16H501M,SMNMLN95P04L117K,
SMPGZZ16L09H501C,Galeazzo,Semplice,2016-07-09,M,ROMA,SMPTTI90H16H501M,SMNMLN95P04L117K,
SMPLNI18H03H501O,Lina,Semplice,2018-06-03,F,ROMA,SMPTTI90H16H501M,SMNMLN95P04L117K,
CSLMRZ17L14G273O,Maurizia,Casolari,2017-07-14,F,PALERMO,CSLNTN85L01G273Q,SMNVTT97T31L117Q,
CSLRFL18B18G273R,Raffaella,Casolari,2018-02-18,F,PALERMO,CSLNTN85L01G273Q,SMNVTT97T31L117Q,
CSLCTN15A14G273T,Costanza,Casolari,2015-01-14,F,PALERMO,CSLNTN85L01G273Q,SMNVTT97T31L117Q,
CSLFCN14S17G273F,Feliciano,Casolari,2014-11-17,M,PALERMO,CSLNTN85L01G273Q,SMNVTT97T31L117Q,
SMPLRA16S17H501Y,Lara,Semplice,2016-11-17,F,ROMA,SMPGLL89M18H501E,CMANTA98B14B963P,
SMPMRT14E24H501G,Umberta,Semplice,2014-05-24,F,ROMA,SMPGLL89M18H501E,CMANTA98B14B963P,
SMPGLE17T04H501N,Egle,Semplice,2017-12-04,F,ROMA,SMPGLL89M18H501E,CMANTA98B14B963P,
SMPRRT14A23H501B,Roberta,Semplice,2014-01-23,F,ROMA,SMPGLL89M18H501E,CMANTA98B14B963P,
SMPLMO15M14H501T,Olmo,Semplice,2015-08-14,M,ROMA,SMPGLL89M18H501E,CMANTA98B14B963P,
CSLMRG11R18G273D,Amerigo,Casolari,2011-10-18,M,PALERMO,CSLGNZ85B28G273S,SMPSLL91L16H501S,
CSLLRT11H16G273U,Alberta,Casolari,2011-06-16,F,PALERMO,CSLGNZ85B28G273S,SMPSLL91L16H501S,
CSLCPI11E12G273D,Iacopo,Casolari,2011-05-12,M,PALERMO,CSLGNZ85B28G273S,SMPSLL91L16H501S,
CSLLHN13C09G273S,Luchino,Casolari,2013-03-09,M,PALERMO,CSLLFA84C03G273H,SMPVTR93S03H501M,
CSLRNN13S03G273U,Ermanna,Casolari,2013-11-03,F,PALERMO,CSLLFA84C03G273H,SMPVTR93S03H501M,
CSLLRT13L09G273O,Liberato,Casolari,2013-07-09,M,PALERMO,CSLLFA84C03G273H,SMPVTR93S03H501M,
CSLVTT12R20G273P,Violetta,Casolari,2012-10-20,F,PALERMO,CSLLFA84C03G273H,SMPVTR93S03H501M,
CSLGTN11M03G273H,Agostina,Casolari,2011-08-03,F,PALERMO,CSLLFA84C03G273H,SMPVTR93S03H501M,
MRNDRA15R10E506J,Daria,Amarino,2015-10-10,F,LECCE,MRNPLT95P26E506P,CSLSTN87C13G273G,
MRNMMI17S24E506Z,Imma,Amarino,2017-11-24,F,LECCE,MRNPLT95P26E506P,CSLSTN87C13G273G,
MRNNTA17M20E506M,Anita,Amarino,2017-08-20,F,LECCE,MRNPLT95P26E506P,CSLSTN87C13G273G,
MRNRSL16A24E506P,Rossella,Amarino,2016-01-24,F,LECCE,MRNPLT95P26E506P,CSLSTN87C13G273G,
CMALDE10D25B963T,Elide,Caim,2010-04-25,F,CASERTA,CMAGRL90B23B963E,CSLSRA86R07G273Y,
CMAPLN09P30B963Y,Paolina,Caim,2009-09-30,F,CASERTA,CMAGRL90B23B963E,CSLSRA86R07G273Y,
CMAMLN08T20B963E,Emiliana,Caim,2008-12-20,F,CASERTA,CMAGRL90B23B963E,CSLSRA86R07G273Y,
SMNLCN17B19L117B,Luciano,Simonitto,2017-02-19,M,TERNI,SMNGTN96S17L117H,CSLRLN88D01G273Q,
LNZRFL17P30L781B,Raffaella,Lionzo,2017-09-30,F,VERONA,LNZTLL87P01L781J,MRNLNR96M02E506D,
SMNLCL16P22L117M,Lucilio,Simonitto,2016-09-22,M,TERNI,SMNVNI84C05L117H,MRNDIA95T04E506C,
SMNLNZ18E08L117J,Lorenzo,Simonitto,2018-05-08,M,TERNI,SMNVNI84C05L117H,MRNDIA95T04E506C,
SMNWND15T15L117V,Wanda,Simonitto,2015-12-15,F,TERNI,SMNVNI84C05L117H,MRNDIA95T04E506C,
SMNNGL16R04L117F,Angelo,Simonitto,2016-10-04,M,TERNI,SMNVNI84C05L117H,MRNDIA95T04E506C,
GCNSNT14D16E506X,Assunta,Giocondo,2014-04-16,F,LECCE,GCNFNC84M09E506C,MRNRSR97E17E506G,
SMNGBR14E12L117L,Gilberto,Simonitto,2014-05-12,M,TERNI,SMNPIO84M24L117R,MRNVNI95A02E506M,
SMNVNT16B18L117D,Valentino,Simonitto,2016-02-18,M,TERNI,SMNPIO84M24L117R,MRNVNI95A02E506M,
TRDLDE10C15A390S,Elide,Turdo,2010-03-15,F,AREZZO,TRDRNR89M26A390Q,CSLLNI86A06G273C,
TRDVSC09M24A390Z,Vasco,Turdo,2009-08-24,M,AREZZO,TRDRNR89M26A390Q,CSLLNI86A06G273C,
TRDGLE09C07A390X,Egle,Turdo,2009-03-07,F,AREZZO,TRDRNR89M26A390Q,CSLLNI86A06G273C,
TRDLND08T03A390P,Lando,Turdo,2008-12-03,M,AREZZO,TRDRNR89M26A390Q,CSLLNI86A06G273C,
TRDLDL12R04A390Z,Landolfo,Turdo,2012-10-04,M,AREZZO,TRDRFL92L01A390T,CSLLTZ88E11G273J,
BNNNCL10M07A859M,Nicola,Benincasa,2010-08-07,M,BIELLA,BNNLVN89R20A859V,DMNNLT85R22A662K,
BNNNNZ10R30A859S,Annunziata,Benincasa,2010-10-30,F,BIELLA,BNNLVN89R20A859V,DMNNLT85R22A662K,
BNNGND09C28A859N,Giocondo,Benincasa,2009-03-28,M,BIELLA,BNNLVN89R20A859V,DMNNLT85R22A662K,
GCNRGN07E12E506H,Regina,Giocondo,2007-05-12,F,LECCE,GCNLRD88B04E506X,DMNCSG88R15A662E,
GCNTTR07S16E506Z,Ettore,Giocondo,2007-11-16,M,LECCE,GCNLRD88B04E506X,DMNCSG88R15A662E,
GCNPLA08L12E506D,Paolo,Giocondo,2008-07-12,M,LECCE,GCNLRD88B04E506X,DMNCSG88R15A662E,
LBRVLR05M27E715D,Valerio,Alberani,2005-08-27,M,LUCCA,LBRGZZ84A16E715M,DMNDTL85S25A662O,
LBRDRN03M15E715E,Doriana,Alberani,2003-08-15,F,LUCCA,LBRGZZ84A16E715M,DMNDTL85S25A662O,
CSLGLI09H10G273V,Gioele,Casolari,2009-06-10,M,PALERMO,CSLGGN87B28G273D,SMPMRZ90L17H501F,
CSLGRL09L15G273B,Gabriele,Casolari,2009-07-15,M,PALERMO,CSLGGN87B28G273D,SMPMRZ90L17H501F,
CSLTTN10R19G273Y,Ottone,Casolari,2010-10-19,M,PALERMO,CSLGGN87B28G273D,SMPMRZ90L17H501F,
LNZGCM02S30L781O,Giacomo,Lionzo,2002-11-30,M,VERONA,LNZGRT83S22L781U,CMAVLR85P30B963W,
LBRFRC08H02E715Q,Federico,Alberani,2008-06-02,M,LUCCA,LBRLNS83T30E715H,DNTDLA88E14G224F,
LBRDBR06T10E715N,Adalberto,Alberani,2006-12-10,M,LUCCA,LBRLNS83T30E715H,DNTDLA88E14G224F,
BNNLMP10C09A859S,Olimpia,Benincasa,2010-03-09,F,BIELLA,BNNCMN89P27A859F,DNTVSS87L26G224Y,
BNNBND09H18A859T,Abbondio,Benincasa,2009-06-18,M,BIELLA,BNNCMN89P27A859F,DNTVSS87L26G224Y,
BNNFPP10M29A859M,Filippa,Benincasa,2010-08-29,F,BIELLA,BNNCMN89P27A859F,DNTVSS87L26G224Y,
BNNBGD09A06A859T,Brigida,Benincasa,2009-01-06,F,BIELLA,BNNCMN89P27A859F,DNTVSS87L26G224Y,
CMALRT18H13B963U,Liberato,Caim,2018-06-13,M,CASERTA,CMADNT98L27B963R,LBRVGN88D28E715W,
TRDCSM12B01A390F,Cosima,Turdo,2012-02-01,F,AREZZO,TRDLLE93L18A390S,LBRSRN87M18E715V,
TRDDLC13B25A390E,Doralice,Turdo,2013-02-25,F,AREZZO,TRDLLE93L18A390S,LBRSRN87M18E715V,
TRDFPP12P15A390T,Filippa,Turdo,2012-09-15,F,AREZZO,TRDLLE93L18A390S,LBRSRN87M18E715V,
TRDGST13E07A390R,Augusta,Turdo,2013-05-07,F,AREZZO,TRDLLE93L18A390S,LBRSRN87M18E715V,
TRDRCC11T20A390T,Rocco,Turdo,2011-12-20,M,AREZZO,TRDLLE93L18A390S,LBRSRN87M18E715V,
SMPDLD12R04H501Y,Adelaide,Semplice,2012-10-04,F,ROMA,SMPVLR93B07H501A,LBRNGL84B05E715T,
SMPRMN12S19H501B,Romano,Semplice,2012-11-19,M,ROMA,SMPVLR93B07H501A,LBRNGL84B05E715T,
SMPTNI11S24H501O,Tina,Semplice,2011-11-24,F,ROMA,SMPVLR93B07H501A,LBRNGL84B05E715T,
SMNGRN08P06L117X,Guarino,Simonitto,2008-09-06,M,TERNI,SMNFMN88H23L117G,LBRDNI86S01E715M,
SMNSVT07B11L117Z,Salvatore,Simonitto,2007-02-11,M,TERNI,SMNFMN88H23L117G,LBRDNI86S01E715M,
SMNGST07D06L117K,Egisto,Simonitto,2007-04-06,M,TERNI,SMNFMN88H23L117G,LBRDNI86S01E715M,
SMNVCN07T29L117B,Vincenzo,Simonitto,2007-12-29,M,TERNI,SMNFMN88H23L117G,LBRDNI86S01E715M,
SMNLRN07P15L117A,Lorena,Simonitto,2007-09-15,F,TERNI,SMNFMN88H23L117G,LBRDNI86S01E715M,
CMAMRK16S02B963C,Mirka,Caim,2016-11-02,F,CASERTA,CMAFLV94T07B963J,GCNZRA87H17E506H,
CMALFA16P19B963E,Alfio,Caim,2016-09-19,M,CASERTA,CMASML98S10B963N,GCNLCI86R10E506Y,
SMPMHL13D18H501N,Michela,Semplice,2013-04-18,F,ROMA,SMPTBO93S09H501H,GCNSLL85D15E506R,
SMPTVN11L13H501Y,Ottaviano,Semplice,2011-07-13,M,ROMA,SMPTBO93S09H501H,GCNSLL85D15E506R,
SMNCVN12R23L117N,Calvino,Simonitto,2012-10-23,M,TERNI,SMNMRG85L18L117R,TRCDTT91P25D643L,
SMNGTN13D04L117V,Agostina,Simonitto,2013-04-04,F,TERNI,SMNMRG85L18L117R,TRCDTT91P25D643L,
MRNMTN15S22E506U,Martina,Amarino,2015-11-22,F,LECCE,MRNLND96L03E506D,TRCRLA92A14D643Q,
MRNCLD14D30E506H,Cataldo,Amarino,2014-04-30,M,LECCE,MRNLND96L03E506D,TRCRLA92A14D643Q,
MRNGUO16R22E506O,Ugo,Amarino,2016-10-22,M,LECCE,MRNLND96L03E506D,TRCRLA92A14D643Q,
MRNSRN18H06E506K,Siriana,Amarino,2018-06-06,F,LECCE,MRNLND96L03E506D,TRCRLA92A14D643Q,
CSLDFN11S03G273X,Dafne,Casolari,2011-11-03,F,PALERMO,CSLPLT86D06G273H,TRCGDN93S08D643Q,
CSLLRI12S05G273C,Ilario,Casolari,2012-11-05,M,PALERMO,CSLPLT86D06G273H,TRCGDN93S08D643Q,
CSLLSS12H07G273Z,Alessio,Casolari,2012-06-07,M,PALERMO,CSLPLT86D06G273H,TRCGDN93S08D643Q,
CSLCSM13B04G273M,Cosima,Casolari,2013-02-04,F,PALERMO,CSLPLT86D06G273H,TRCGDN93S08D643Q,
BRNLTZ10B10A326J,Letizia,Brancatisano,2010-02-10,F,AOSTA,BRNVNI84A19A326A,SMPNTN89S30H501B,
TRCCML13L11D643A,Carmelo,Trucco,2013-07-11,M,FOGGIA,TRCLSS87S25D643D,SMPDLD92M01H501U,
TRCGBR13D17D643M,Gilberto,Trucco,2013-04-17,M,FOGGIA,TRCLSS87S25D643D,SMPDLD92M01H501U,
TRCGPP13P20D643U,Giuseppe,Trucco,2013-09-20,M,FOGGIA,TRCLSS87S25D643D,SMPDLD92M01H501U,
TRCVVN11M07D643P,Viviana,Trucco,2011-08-07,F,FOGGIA,TRCLSS87S25D643D,SMPDLD92M01H501U,
SMNLDR15M27L117U,Leandro,Simonitto,2015-08-27,M,TERNI,SMNGUO98A09L117E,SMPFRZ89P13H501U,
CMAPLG12M11B963V,Pellegrino,Caim,2012-08-11,M,CASERTA,CMADLZ91R25B963A,BNNRGR89H08A859J,
CMALND11M09B963X,Linda,Caim,2011-08-09,F,CASERTA,CMADLZ91R25B963A,BNNRGR89H08A859J,
CSLSTR12R29G273E,Ester,Casolari,2012-10-29,F,PALERMO,CSLGLL88E05G273S,BNNSNO93M09A859L,
CSLDRA12A02G273T,Dario,Casolari,2012-01-02,M,PALERMO,CSLGLL88E05G273S,BNNSNO93M09A859L,
CSLTDD11C13G273R,Taddeo,Casolari,2011-03-13,M,PALERMO,CSLGLL88E05G273S,BNNSNO93M09A859L,
GCNCNL11C12E506K,Cornelia,Giocondo,2011-03-12,F,LECCE,GCNRSR85A30E506O,BNNZRA93B22A859M,
BRNDTL11A04A326W,Domitilla,Brancatisano,2011-01-04,F,AOSTA,BRNDNI87M21A326I,TRDMLD91R06A390P,
BRNMSM13S13A326Q,Massimo,Brancatisano,2013-11-13,M,AOSTA,BRNDNI87M21A326I,TRDMLD91R06A390P,
BRNCPI11T26A326C,Iacopo,Brancatisano,2011-12-26,M,AOSTA,BRNDNI87M21A326I,TRDMLD91R06A390P,
BRNLNE13B15A326J,Eleana,Brancatisano,2013-02-15,F,AOSTA,BRNDNI87M21A326I,TRDMLD91R06A390P,
CSLTEA07C08G273I,Tea,Casolari,2007-03-08,F,PALERMO,CSLGRL87P30G273G,CSLNTN87E28G273S,
CSLFRZ07D06G273Q,Fabrizio,Casolari,2007-04-06,M,PALERMO,CSLGRL87P30G273G,CSLNTN87E28G273S,
CSLBRT07M29G273Z,Berta,Casolari,2007-08-29,F,PALERMO,CSLGRL87P30G273G,CSLNTN87E28G273S,
CSLLCA08P30G273G,Alice,Casolari,2008-09-30,F,PALERMO,CSLMTT87A27G273N,BNNRLN87R01A859Q,
CSLLNS08L15G273Y,Alfonso,Casolari,2008-07-15,M,PALERMO,CSLMTT87A27G273N,BNNRLN87R01A859Q,
CSLBRC07B02G273Y,Beatrice,Casolari,2007-02-02,F,PALERMO,CSLMTT87A27G273N,BNNRLN87R01A859Q,
CSLMLD07E21G273M,Matilde,Casolari,2007-05-21,F,PALERMO,CSLMTT87A27G273N,BNNRLN87R01A859Q,
TRCSDR05M30D643F,Isodoro,Trucco,2005-08-30,M,FOGGIA,TRCVSC85E11D643E,BNNLNE84M31A859B,
TRCMMI05C03D643R,Imma,Trucco,2005-03-03,F,FOGGIA,TRCVSC85E11D643E,BNNLNE84M31A859B,
TRCLBN04B07D643H,Albino,Trucco,2004-02-07,M,FOGGIA,TRCVSC85E11D643E,BNNLNE84M31A859B,
TRCSNT02T31D643M,Samanta,Trucco,2002-12-31,F,FOGGIA,TRCVSC85E11D643E,BNNLNE84M31A859B,
TRCGLI05A24D643X,Giulia,Trucco,2005-01-24,F,FOGGIA,TRCVSC85E11D643E,BNNLNE84M31A859B,
MRNNBL16P03E506X,Annabella,Amarino,2016-09-03,F,LECCE,MRNLCA93S20E506M,TRCNZE87D27D643B,
MRNVTR15P16E506H,Veturia,Amarino,2015-09-16,F,LECCE,MRNLCA93S20E506M,TRCNZE87D27D643B,
MRNGGN16R15E506T,Gigino,Amarino,2016-10-15,M,LECCE,MRNLCA93S20E506M,TRCNZE87D27D643B,
MRNJCP16C19E506T,Jacopo,Amarino,2016-03-19,M,LECCE,MRNLCA93S20E506M,TRCNZE87D27D643B,
