plate,manifacturer,model,last_revision,insurance_expiration,is_stolen,owner
WY529LV,Mercedes-Benz,Classe A,2021-01-21,2024-12-16,False,GNRDAA97L05G479Y
KN372VT,Hyundai,Elantra,2021-12-23,2025-10-01,False,ZLLLDR89T05B963H
JY452BB,Renault,Mégane,2024-04-20,2025-06-19,False,ZLLGPR90T03B963L
JK869UK,Toyota,Corolla,2022-11-10,2024-07-23,False,SSINRN53B22A859V
HP912BD,Peugeot,3008,2024-08-16,2025-06-26,False,DFNLRC53E08L483C
XD797LZ,Chevrolet,Camaro,2024-10-24,2025-07-05,False,BRTGBB51M23C352U
IZ885PY,Chevrolet,Camaro,2023-03-14,2025-03-22,False,LAOPNI53D30D150Q
RL049RQ,Mazda,Mazda6,2024-01-19,2025-08-16,False,DRGLDN52L31G224K
BH198ME,Peugeot,208,2024-02-05,2025-10-27,False,BRLGIO50C29I480X
RS723RV,BMW,Serie 5,2024-07-08,2025-02-17,False,CMPGTR52C14E715S
HF965EP,Peugeot,308,2022-04-04,2025-12-09,False,BFLRND50P25A952H
JY126IC,BMW,X5,2024-11-29,2024-08-01,False,ZDRMRT53L31F158V
SG687OT,Renault,Mégane,2022-06-07,2025-08-02,False,GRBPRN52R15G479S
FA111GE,Jeep,Wrangler,2021-05-14,2025-03-14,False,MJRNNZ53H07B180X
VT814TC,Chevrolet,Silverado,2024-06-20,2025-04-08,False,LNALRT52H15L424D
UA904CQ,Toyota,Yaris,2022-07-11,2025-11-14,False,GCIPQN52S10C352O
FL513CB,Fiat,Panda,2024-06-19,2025-07-04,False,DRAGZZ51T20G224C
WF775TY,Peugeot,208,2024-01-08,2025-07-09,False,GCMMME50H12A182O
YP070FN,Hyundai,Tucson,2023-09-23,2025-02-15,False,MGSLNU49L28L331V
NO391VP,Mercedes-Benz,Classe C,2023-02-23,2025-04-06,False,VCNMRC52T06A944C
GV009OG,Audi,A3,2024-09-29,2025-01-28,False,MTUNNZ49S07A479N
WT421LF,Mazda,CX-5,2022-07-27,2025-12-02,False,DSSVND51D03H703K
EO085HG,BMW,Serie 5,2023-10-12,2025-09-15,False,RZZDCC45T21L378K
CT644WU,Alfa Romeo,Giulietta,2024-08-11,2025-07-01,False,PCFNLC61B24D086N
VD310EX,Fiat,Punto,2022-05-13,2025-02-11,False,PCCZRA49P27D969E
YG977DT,Chevrolet,Silverado,2022-05-14,2025-12-13,False,LBNGTR49A02E715R
MY537XB,Honda,Civic,2024-10-05,2024-01-02,False,SCHQRN54S26C351Y
CT411PB,Fiat,Panda,2024-02-26,2025-05-17,False,MNCRTD48D07G479Y
LZ238NS,Ford,Focus,2023-06-10,2025-06-12,False,MNTRGN60P18E506E
BN518EO,Alfa Romeo,Giulia,2021-09-15,2025-07-07,False,CNGMLN50M05L219O
VR583ZY,BMW,Serie 5,2024-01-19,2025-07-21,False,BRRZOE52R12L424V
JA690PL,Chevrolet,Camaro,2024-10-22,2022-01-04,False,MNCMRN50E26C352X
FO393DC,Volvo,XC90,2024-12-14,2025-08-13,False,CPPTVN47D03A285R
GW965AL,Renault,Mégane,2024-04-07,2025-07-28,False,RCPDRS53D18H294L
DU786BN,Toyota,Land Cruiser,2022-01-20,2025-03-16,False,MNCMHL55T26A326T
FM387PH,Mazda,Mazda6,2021-05-26,2025-08-26,False,CRMLDA46B04A944M
EH659LI,Honda,CR-V,2024-06-12,2025-12-14,False,MTUSRI70L18A859R
TZ820CZ,Volvo,V90,2024-11-22,2025-10-08,False,MTUDBR73A28A859E
PS954ZB,Mazda,Mazda3,2023-10-22,2025-04-17,True,MTUFSC72D19A859J
RV237YA,Kia,Sportage,2024-07-02,2025-08-08,False,MTUDLE70T15A859Y
YZ273WW,Renault,Twingo,2023-11-14,2025-11-12,False,MTUFNZ69A18A859L
BS101PF,Chevrolet,Malibu,2023-10-09,2022-03-30,False,MTULRC71D28A859J
DK166ZN,Jeep,Wrangler,2023-02-14,2025-08-15,True,MTUSDR73A22A859M
KY876DZ,BMW,X5,2023-12-22,2024-04-05,False,MTUCLL73M24A859I
QM833DM,Fiat,Panda,2024-02-16,2025-07-18,False,LNRMDA71C08B157F
PG182KH,Alfa Romeo,Giulietta,2024-11-12,2025-09-22,False,LNRRSR69S01B157A
JD630LT,Subaru,Impreza,2024-02-24,2023-01-16,False,BNMLVS69P07L328X
XQ155CM,Fiat,Panda,2021-07-21,2024-10-05,False,BNMPRD73E04L328E
NH797FV,Volkswagen,Polo,2023-09-14,2025-03-23,False,BNMNTS70T21L328S
NR211ZL,Alfa Romeo,Giulia,2023-08-25,2025-11-01,False,BNMMLL70A27L328E
AN431BI,Volkswagen,Polo,2022-01-07,2025-03-13,False,BNMVNT70D21L328A
QC928VT,Renault,Clio,2024-11-25,2025-11-01,False,BNMGDE73A20L328H
FW919OI,Nissan,X-Trail,2021-02-07,2025-03-19,False,DFNVNN70S02L483Z
WH112PI,Mazda,CX-5,2023-08-10,2023-02-16,False,DFNLVC73A30L483L
SZ265QQ,Jeep,Wrangler,2023-08-28,2024-10-11,False,RZZLDR72P30G535W
SE514FQ,Subaru,Forester,2024-11-04,2025-08-06,False,RZZLRT69P24G535L
SX526JD,Kia,Sorento,2024-12-16,2025-02-23,False,ZCCLRD78B19D548I
AM465NW,Mazda,Mazda3,2024-09-12,2025-08-03,False,ZCCCLI78L24D548T
VZ819EO,Mercedes-Benz,Classe A,2024-07-07,2024-08-22,False,ZCCPRI78D25D548R
RF408PL,Audi,A4,2024-03-23,2025-11-18,False,ZCCGTN74L02D548C
AS302HM,Hyundai,Sonata,2023-09-09,2022-12-26,False,ZCCMNC74E03D548K
EM506UR,Alfa Romeo,Giulia,2024-06-08,2025-03-30,False,ZCCLDA77H25D548N
GT500RY,Fiat,Panda,2023-07-09,2022-11-19,False,BRTMRA80E07C352L
EF969FT,Jeep,Renegade,2023-07-03,2025-02-24,False,BRTNDA81P19C352L
YZ845AC,BMW,X5,2023-02-18,2025-01-06,False,GBBRNN71T17D150V
ZN574WN,Audi,A3,2021-12-23,2025-03-17,False,GBBGGN70S25D150Z
KL799FM,Nissan,X-Trail,2024-03-01,2025-01-18,False,GBBMRS69S25D150K
DM058TH,Nissan,Qashqai,2021-04-26,2025-03-03,False,GBBFMN71T25D150E
MM378CR,Hyundai,Sonata,2023-09-23,2022-02-18,False,GBBLLN70H10D150L
IJ376QM,Chevrolet,Camaro,2022-09-10,2025-02-13,False,GBBLDR72E14D150U
UP807DY,Ford,Fiesta,2024-09-29,2025-01-07,False,RIUGST69T11G224A
TV767HK,Nissan,Qashqai,2024-02-10,2025-10-15,False,RIULND73P27G224A
WQ914LR,Honda,Accord,2023-04-06,2025-03-14,False,RIULBN70A13G224A
SZ361UD,Kia,Ceed,2023-07-26,2025-08-07,False,GCMLNE72H13D969J
DA713FV,Mercedes-Benz,Classe E,2023-12-29,2025-09-10,False,GCMLCN70P03D969M
EG952CK,Volvo,XC90,2023-12-26,2025-08-12,False,CMPCLL71R24E715F
GV546OW,Renault,Clio,2024-06-16,2024-12-02,False,CMPLLL73E01E715G
SC503EU,Subaru,Outback,2023-12-06,2024-02-15,False,BFLGLL72A12E290X
QC531QB,Volkswagen,Passat,2022-09-06,2022-12-21,False,BFLVLR72H23E290L
VI746EZ,BMW,Serie 5,2023-02-09,2025-04-23,True,BFLGRT73D07E290B
XR713MD,Fiat,Panda,2024-07-31,2025-03-29,False,BFLMRK71P26E290S
SJ456MI,Jeep,Renegade,2023-01-30,2025-03-20,False,CRDLDR69M05F839L
LX969ID,Volvo,XC90,2024-02-25,2025-03-26,False,SCHRMN78R03C342H
GO180CI,Toyota,Yaris,2023-02-25,2025-08-07,False,SCHBGD74R22C342A
AG746SM,Alfa Romeo,Giulia,2023-12-16,2025-06-27,False,MJRLLN81A17B180I
BE190YQ,Volkswagen,Passat,2023-07-03,2024-02-26,False,PDRLGR73H20L219F
ZQ805IZ,Mazda,CX-5,2024-06-02,2022-12-07,False,PDRCRN68S18L219A
NI414EV,Honda,CR-V,2024-06-25,2025-03-20,False,LNABNC70R07L424K
TT486NS,Toyota,Land Cruiser,2023-12-05,2024-08-17,False,LNASNT73L02L424F
RJ062UA,Nissan,Micra,2024-01-26,2025-12-23,False,LNABND71C10L424U
DJ048BL,Jeep,Renegade,2024-04-14,2025-08-06,False,LNACST69E05L424Y
HP058TI,Peugeot,308,2022-02-09,2025-11-05,False,LNALSS70S01L424P
LP008WT,Honda,Civic,2023-02-05,2024-11-19,False,LNACLL69T04L424J
XN853RK,Volkswagen,Golf,2024-02-13,2025-10-05,False,LNATTV72M13L424S
RT916LP,Fiat,500,2022-05-14,2025-05-23,False,LNAMLD72E11L424T
YX984HR,Alfa Romeo,Giulietta,2023-11-14,2025-06-30,False,GCINRC72M29C352I
FR351WB,Honda,Civic,2023-10-02,2024-12-16,False,GCIRNN73P12C352E
CO129PN,Alfa Romeo,Giulietta,2022-05-05,2024-02-23,False,CPPZEI73B17A285Z
HP416GL,Hyundai,Sonata,2023-12-07,2025-09-13,False,CPPCDD70C08A285Y
YW015VV,Renault,Twingo,2023-08-15,2025-03-14,False,CPPTNI72S02A285C
ZD399UL,Ford,Focus,2024-09-14,2025-10-07,False,DRAMRO71P27A757I
XX000UF,Nissan,Qashqai,2022-01-25,2024-12-04,False,DRASRG69M30A757M
PD459ER,Kia,Ceed,2023-11-03,2025-08-16,False,DRAVLR69T09A757J
CT093EO,Volvo,XC90,2024-08-15,2025-08-11,False,DRAMRA71H25A757E
BY582TU,Toyota,Yaris,2023-08-18,2025-05-30,False,MNCDLA77D30A859T
MG107XX,Kia,Sorento,2022-02-19,2025-07-25,False,MNCMRZ76P20A859Z
DR051XV,Jeep,Compass,2024-09-30,2025-02-07,False,MNCDRA75A30A859P
OI338FT,Fiat,500,2024-01-28,2025-09-28,False,MNCVTR76D24A859S
VP899UD,Ford,Focus,2024-11-19,2025-07-14,False,MNCNRN74A16A859X
DL259WS,Hyundai,Elantra,2023-10-12,2025-09-05,False,MNCGTA76B25A859J
RZ888YC,Peugeot,308,2024-06-15,2025-03-17,False,MNCDRD74H14A859N
WU999ZQ,BMW,Serie 3,2024-02-12,2024-09-21,False,DSTCLL81L13G273J
SG582LM,Ford,Mustang,2023-04-23,2025-04-18,False,DSTRFL79C22G273N
UF283BW,Kia,Ceed,2024-05-10,2025-12-04,False,DSTCLL79S02G273U
WY675ZN,Subaru,Forester,2024-01-31,2025-08-06,False,DSTSTR79T05G273K
FV411MY,Mazda,CX-5,2022-01-20,2025-09-04,False,DSTCLO78S19G273N
FH093OF,Jeep,Compass,2024-04-25,2025-02-09,False,DSTVIO83D24G273C
XH457YE,Audi,A4,2024-01-21,2025-09-05,False,CRMGTN69H29H199S
GX792SQ,Hyundai,Tucson,2024-02-14,2025-06-08,False,CRMRSL72M14H199I
YR874WS,Hyundai,Tucson,2024-11-21,2025-06-29,False,CRMMRS72B28H199Z
AF358OC,Subaru,Forester,2023-05-15,2025-09-03,False,BFLDTR88T05E290M
BG547OY,Ford,Mustang,2024-03-15,2025-03-31,False,BFLRNN88S18E290H
OW776GX,Mazda,Mazda6,2024-07-10,2025-11-06,False,BFLSNT91B05E290Q
FG197BP,Fiat,500,2023-01-27,2025-02-19,False,BFLDRT89D28E290K
RW541EL,Toyota,Yaris,2023-09-21,2025-12-23,False,BFLVTR91A20E290C
ET419NY,Ford,Mustang,2022-02-25,2025-01-20,False,BFLPIO93A18E290R
PL180AQ,Alfa Romeo,Giulia,2022-03-24,2025-02-03,False,MNCNNZ94E16A859H
KZ842MZ,Toyota,Corolla,2023-09-04,2025-07-16,False,MNCVIO95S28A859M
IM775NY,Kia,Sportage,2021-02-13,2023-11-04,False,MNCNSC95R15A859A
WG992HZ,Fiat,500,2024-07-08,2025-12-11,False,MNCRME95P09A859O
GV331SX,Audi,A4,2023-01-10,2025-12-26,False,MNCWTR94R23A859U
UJ357PP,Jeep,Wrangler,2023-09-21,2025-11-22,False,MNCLVS98L07A859O
BZ846IG,Fiat,Punto,2024-09-12,2025-01-26,False,MNCGVR97M23A859N
JK278BZ,Jeep,Compass,2023-02-23,2025-08-25,False,DRAGTN90R22A757D
RK468TR,Chevrolet,Camaro,2023-05-03,2025-03-28,False,DRARHL93M11A757W
KV596HO,Toyota,Yaris,2023-11-03,2025-04-29,False,DRAGDU89T27A757C
LV849EE,Volvo,V90,2022-06-01,2025-05-23,False,DRAFBN90A01A757A
CC382TE,Mazda,CX-5,2023-10-18,2025-07-25,False,DRABGI93C03A757U
FS325CW,Toyota,Land Cruiser,2024-10-29,2025-07-28,False,DRACLS93E23A757A
LO037JU,Volvo,V90,2023-12-30,2025-04-15,False,DRAMAI90S25A757D
FD743GA,Fiat,Panda,2024-11-26,2023-05-01,False,LNARCC89M25L424E
JM004LO,Kia,Ceed,2023-05-27,2025-02-14,False,LNASRA89T15L424B
ID362LA,Honda,CR-V,2024-07-06,2025-12-26,False,LNALVS89L18L424K
AJ764QV,Nissan,Qashqai,2021-07-09,2022-04-05,False,CMPSRI91M11E202F
AR057BC,Kia,Sorento,2024-11-06,2025-12-05,False,DSTSML01B11B429S
NJ978VH,Ford,Mustang,2024-11-01,2025-03-11,False,GBBGRD90D23D150B
RE657KU,Hyundai,Sonata,2023-02-06,2022-07-07,False,GBBTTN92H21D150J
II288BJ,Alfa Romeo,Giulia,2022-03-29,2025-08-20,False,MNCPMP98A21A859F
WI580JI,Audi,Q5,2023-02-21,2025-02-22,True,MNCMTN98D18A859U
ZX630QX,Jeep,Renegade,2023-07-26,2025-11-13,False,BFLMNL93C25E290L
NJ819VG,Subaru,Outback,2023-03-24,2025-04-25,False,BFLVTR90L01E290B
JA322NQ,BMW,Serie 3,2022-05-04,2025-10-03,False,BFLGRL89E20E290P
YT788VY,Honda,CR-V,2024-09-08,2025-01-09,False,BFLMSM89B05E290B
HN604FS,Mercedes-Benz,Classe E,2023-06-11,2025-02-26,False,BFLCCT91T18E290G
BE535KY,Jeep,Compass,2024-01-23,2025-01-13,False,GBBRMN89E17D150Y
SM737WS,BMW,Serie 3,2023-11-16,2025-03-07,False,GBBGAI93E09D150Q
HW322AH,Ford,Mustang,2024-07-17,2025-04-18,False,GBBVVN89S20D150I
DM134HR,Jeep,Renegade,2024-10-03,2025-07-13,True,GBBCLS93P27D150R
NH680ZR,Hyundai,Sonata,2023-01-12,2025-08-07,False,MTUMNL90B07D223V
CZ863OL,Kia,Sorento,2022-05-17,2025-12-22,False,MTUFBL91B22D223L
TO329FM,Volkswagen,Passat,2023-07-27,2025-11-18,False,MTUPTR89L13D223A
DT193TF,Toyota,Yaris,2024-03-24,2023-09-10,False,MTURNN89D02D223E
RB762WU,Mercedes-Benz,Classe E,2024-09-12,2024-02-19,False,MTUMHL89E24D223C
ZV450GN,Jeep,Wrangler,2023-12-29,2025-07-23,False,MTUNTL91H28D223M
CP665GZ,Volvo,XC90,2022-12-19,2025-02-15,False,LNAMDA95T22L483P
DL224HU,BMW,Serie 5,2023-05-28,2025-07-08,False,LNALRI97C19L483F
DX110LH,Jeep,Renegade,2022-07-11,2025-10-04,False,BNMSNT94P30L328D
SN926GZ,Renault,Twingo,2021-09-07,2024-05-11,False,LNANTA02A06L424R
HG662ZG,Toyota,Corolla,2024-05-09,2025-01-06,False,CRMSVT91A03G535W
WC490RG,Renault,Twingo,2023-04-11,2025-11-20,False,CRMDFN93S06G535Z
RP081IG,Kia,Ceed,2022-10-04,2025-07-27,False,LNRFDL90B11B157P
AL214MY,Toyota,Land Cruiser,2024-05-14,2022-05-08,False,CPPTLI92R12D643Q
JA372AC,Chevrolet,Camaro,2023-04-05,2024-09-11,True,CPPTMS92M25D643H
SI324UX,Chevrolet,Malibu,2023-09-22,2025-07-09,False,BNMDNT89S03L328D
CE871YR,Toyota,Land Cruiser,2024-03-24,2025-07-27,False,BNMPQL92P08L328R
XD558BJ,Peugeot,208,2023-02-22,2025-01-20,False,BNMDVG93R18L328L
PR000SW,Ford,Focus,2023-03-12,2025-05-22,False,BNMLVO93H26L328H
OE994XO,Chevrolet,Camaro,2023-05-30,2025-03-05,False,DSTLNI02M16G273K
CP824LA,Alfa Romeo,Giulia,2024-09-18,2025-08-17,False,DSTPQN99S01G273K
YP943MP,Mercedes-Benz,Classe A,2023-03-13,2025-07-03,False,BFLVNT89B07E290D
GB608EC,Nissan,Qashqai,2023-12-11,2025-05-02,False,BFLLNS90S10E290I
WX476BT,Mazda,Mazda6,2023-08-18,2025-08-11,False,MNCGZZ94C14F952K
VE999DT,Hyundai,Tucson,2024-07-22,2025-08-07,False,MNCLFA96P01F952W
LI132EN,Ford,Mustang,2024-08-24,2022-12-07,False,MNCGDU98C26F952A
ES714DH,Fiat,Panda,2023-02-15,2025-11-20,False,BNMBDT89A05A662W
SX123VN,Alfa Romeo,Giulia,2023-07-30,2025-01-20,False,CRDSRI89R27A509W
OH403UL,Subaru,Forester,2023-01-01,2025-12-17,False,CRDSCR93C07A509T
XR042XA,BMW,Serie 3,2021-07-24,2024-08-07,False,CRDRLA90L31A509I
JJ301WS,Peugeot,208,2023-11-21,2023-11-24,False,RIURCC90H23G224V
JN337ZT,Toyota,Land Cruiser,2024-05-19,2025-05-28,False,RIUMTN93L10G224T
KL515BS,Nissan,X-Trail,2023-05-26,2025-10-24,False,MTUDRS97A13D223G
FL059YH,Ford,Mustang,2023-03-08,2025-11-11,False,BNMSML02D11A345J
PV401BP,Chevrolet,Malibu,2023-11-28,2025-11-23,False,BNMLSS01P22A345E
YQ193GU,Mercedes-Benz,Classe E,2023-05-04,2024-03-11,False,BNMYNN99A16A662F
NZ364KG,Hyundai,Elantra,2023-02-19,2025-06-26,False,BNMMRA01B22A662I
MU448OI,Ford,Mustang,2023-11-16,2025-12-19,False,BNMCLL00D09A662Z
QA559LX,Ford,Fiesta,2023-01-14,2025-03-17,False,MTUSFN90P03A859R
PC609VZ,BMW,Serie 3,2023-06-10,2025-12-30,False,MTUFBN92P10A859O
EK039OY,Mazda,CX-5,2023-11-03,2025-04-14,False,MTUGTN88S16A859E
IM019NT,Volvo,S60,2023-07-17,2024-11-21,False,MNCPCC94S14A859U
JY620NW,Nissan,Qashqai,2024-03-14,2025-10-03,False,MNCPPP95A23A859U
ZH880KA,BMW,Serie 5,2024-09-04,2025-12-28,False,MNCMND96S14A859J
IE516EO,Fiat,Punto,2024-01-15,2025-09-27,False,MNCDLF96E25A859O
NW782PC,Kia,Ceed,2024-09-03,2025-08-16,False,MNCCSG93S22A859O
WN688UZ,Mazda,Mazda6,2024-04-12,2025-02-02,False,MNCDMN97C04A859B
SF811IG,BMW,Serie 5,2023-05-23,2025-04-02,False,GCMMDL90D02D969T
YU482ZN,Toyota,Land Cruiser,2022-04-11,2024-07-01,False,ZCCMRT94H09H199N
YC974MF,Subaru,Outback,2023-05-09,2022-04-05,False,ZCCVNZ98L15H199Y
QF287JW,Honda,Accord,2023-11-11,2025-03-14,False,RIUPLL93M28G224R
ZU047KK,Kia,Ceed,2024-09-24,2022-05-15,False,RIUGLN91T19G224F
ER287GD,Ford,Focus,2023-07-17,2025-12-31,False,RIUGNT89H16G224E
VG384MY,Renault,Mégane,2024-04-16,2023-02-04,False,CRDLNE91T06H703Q
CJ549DB,Renault,Mégane,2023-12-08,2022-03-19,False,CRDLFA89D21H703R
AF925XP,Ford,Fiesta,2024-03-03,2025-08-09,False,CRDGNS92E18H703A
FM389CJ,Nissan,X-Trail,2024-03-07,2025-05-19,False,CRDGSI92C06H703Z
HF794RH,Subaru,Outback,2024-01-24,2025-07-08,False,CRDGTN93D13H703C
KG907GE,Subaru,Forester,2021-03-19,2022-08-20,False,DRALRC92T18H620Y
BT916XS,Toyota,Corolla,2024-02-10,2025-09-18,False,RZZVTR92M05A271S
IO638GC,Volvo,XC90,2023-12-21,2025-01-19,False,RZZDAA92H24A271T
DV098VR,Volkswagen,Passat,2024-10-06,2025-03-29,False,RZZGGR93L05A271R
RS169QK,Jeep,Compass,2024-02-06,2025-08-02,False,RZZWND92P15A271X
GS680MP,BMW,Serie 5,2024-06-30,2025-03-15,False,RZZGRM91R29A271R
EB111PC,Volkswagen,Golf,2024-05-09,2025-11-13,False,RZZSVN91P27A271X
AL929GU,Fiat,Punto,2024-02-16,2025-04-03,False,RZZLRT92D22A271N
LF608UZ,Ford,Fiesta,2024-07-01,2025-03-10,False,GCMFLV93M30E463H
EM952DF,Kia,Rio,2024-12-05,2024-03-03,False,GCMLCI91E01E463M
EY259LK,Volkswagen,Polo,2023-05-09,2025-06-06,False,LNAGGR92M17L483U
HN048HV,Mazda,CX-5,2022-06-09,2025-01-31,False,DRAGLL94T04A757D
VM763TT,Renault,Mégane,2024-05-22,2025-09-25,False,DRASFN95T24A757D
LD720EM,Peugeot,3008,2024-02-01,2022-04-26,False,CMPLDN89P22D810J
VQ838RO,Toyota,Yaris,2024-01-26,2024-12-09,False,CMPFMN91D30D810J
WU238LD,Ford,Focus,2024-07-07,2022-11-29,False,CMPRST89A04D810A
TP621MT,Toyota,Yaris,2023-06-04,2024-02-01,False,CMPGLM91T01D810Y
KV770AW,Ford,Mustang,2024-07-23,2025-03-31,False,BFLDLE98C02L750P
FF343UV,Jeep,Compass,2023-02-24,2025-04-30,False,BFLCST97A21L750D
IO382DM,Ford,Focus,2023-12-02,2025-06-11,False,BFLDLN95B05L750Y
VX119II,Toyota,Corolla,2023-02-12,2025-04-29,False,BFLRLA96D16L750K
RW212NA,Subaru,Forester,2023-02-19,2025-09-24,False,ZCCGLI94C03A944P
JK596AW,Chevrolet,Silverado,2023-06-11,2025-08-08,False,ZCCLNZ96M19A944F
FT915XN,Chevrolet,Malibu,2024-03-05,2024-12-11,False,ZCCZTI94M17A944Q
BD586HF,Nissan,Qashqai,2024-11-27,2023-06-23,False,GBBLPA97B03D150W
NW728ET,Ford,Focus,2022-09-02,2025-08-07,False,GBBNTN93T10D150B
UH963BE,Mazda,Mazda3,2022-09-21,2025-01-11,False,ZCCSLM99B13L483H
UI132HV,Kia,Rio,2024-02-09,2024-05-30,False,ZCCMRT00A19L483Y
AS059GB,Kia,Sorento,2024-11-08,2024-02-22,False,RIUSND00P10G224X
ZT037LK,Nissan,Qashqai,2024-06-28,2025-08-12,False,RIUMRT02H03G224Q
FW387GM,Fiat,Panda,2023-05-30,2024-12-18,False,RIURLA99M11G224U
MB669WJ,Chevrolet,Camaro,2024-11-17,2023-12-23,False,RIUSNT01C06G224D
UL817ZA,Renault,Twingo,2023-11-06,2025-03-08,False,RIURTT01T19G224M
RM861LX,Kia,Rio,2024-11-13,2025-05-31,False,LNRTDD99D09B157F
VC285CQ,BMW,Serie 3,2022-11-12,2024-09-16,False,LNRSFN02R07B157Q
NU272DW,Audi,A4,2023-06-07,2023-10-21,False,LNRDLR01B10B157Y
XD310VK,Alfa Romeo,Giulia,2023-07-28,2025-05-04,False,LNRMGH00S14B157B
KH654JR,BMW,Serie 5,2024-11-23,2025-08-06,False,LNRCCL01B10B157S
CU612CR,Volkswagen,Polo,2023-08-30,2025-08-14,False,LNRNVE01E15B157W
UR902FQ,Volvo,V90,2024-03-13,2024-09-05,True,LNRCVN99M16D150T
PN984WT,Chevrolet,Camaro,2024-02-18,2025-02-21,False,LNRPML02M12D150B
KP260PX,Jeep,Renegade,2024-11-22,2025-09-18,False,LNRMTN99M17D150J
ZV370PM,BMW,X5,2023-11-14,2025-10-01,False,BRTCTN01H20C352X
UF701HU,Fiat,Panda,2024-11-23,2025-09-30,False,BRTGRG01H22C352S
OO037CC,Ford,Mustang,2023-09-02,2025-06-27,False,BRTFDN01A11C352B
JX884YN,Volvo,XC90,2021-07-30,2022-04-28,False,SVAZRA45E05B354V
QD397HC,Hyundai,Elantra,2023-01-11,2025-07-06,False,MTTNVE49H02E281F
EB007FD,Audi,A4,2023-01-28,2025-09-10,True,DVCSDI51T19L049X
HT097IQ,Alfa Romeo,Giulia,2024-07-21,2025-11-18,False,BNCPNI44L15G479F
LU897NF,Renault,Twingo,2023-09-03,2025-01-09,False,VGRFDR59R05G535B
UY727DG,Chevrolet,Silverado,2024-10-18,2025-02-01,False,VGRLNS63D07G535U
OY466JB,Fiat,500,2023-04-13,2025-05-24,False,VGRFDR62M08G535M
OD393CM,Chevrolet,Camaro,2024-05-16,2025-01-10,False,TRLDNL60R11G482R
GJ893WO,Mercedes-Benz,Classe E,2024-08-01,2025-03-09,False,TRLVVN59B08G482S
OU160VX,Chevrolet,Camaro,2022-11-08,2025-04-12,False,TRLCMN59S11G482B
EP241WS,Kia,Sorento,2023-02-13,2025-02-10,False,FVAMRG67D10F979Q
DW330XU,Renault,Mégane,2024-11-10,2025-04-28,False,FVADAA66L08F979H
RR334RK,Kia,Sorento,2023-10-01,2024-06-04,False,FVAPCC67H19F979Q
VV374ZD,Ford,Focus,2024-12-07,2025-11-25,False,FVACNZ64E31F979L
AS219PJ,Chevrolet,Silverado,2024-06-16,2025-05-25,False,MTTFNC69D16B963E
WR640FN,Renault,Twingo,2024-03-25,2024-08-23,False,MGAFMN63M25A783O
MO073GJ,Ford,Mustang,2022-09-12,2025-01-17,False,MGAVTT60L10A783C
HT451ZW,Toyota,Corolla,2023-04-26,2025-02-03,False,MGAGLL61E27A783S
DD156TD,BMW,Serie 5,2021-06-14,2025-11-16,False,MGALRT60M23A783H
GN360UD,Alfa Romeo,Giulietta,2023-04-18,2025-06-26,False,MGAPRD63M01A783P
BM417FP,Fiat,Panda,2024-12-28,2025-11-27,False,MGASVN61P05A783A
XL155KA,Renault,Mégane,2024-11-20,2025-08-13,False,VGNMME63E31A390N
MF024QD,Mazda,Mazda6,2023-02-23,2025-10-12,False,BRZGGI61A28D612B
LY244RC,Mercedes-Benz,Classe A,2023-02-28,2024-03-20,False,BRZDTR61H15D612P
EK982FI,Chevrolet,Camaro,2024-08-18,2025-10-07,False,BRZSMN60P24D612M
EE646VP,Honda,Accord,2023-04-28,2025-03-31,False,BRZMRC59R07D612D
OQ258QH,Subaru,Impreza,2022-07-22,2025-12-19,False,DMTRKE60B22F704F
FW625MB,Peugeot,3008,2023-03-31,2025-04-01,False,CRLFNC63P01E783G
SI648OK,Ford,Mustang,2024-02-19,2024-12-12,False,SSNBLD60S16G388L
WX469TV,Volvo,V90,2023-07-01,2025-11-17,False,SSNCLO59T25G388F
XB468TK,Peugeot,3008,2024-04-02,2025-08-24,False,PRMLCU62D23D612B
FH876EW,Volkswagen,Polo,2023-12-01,2025-05-13,False,PRMLEA60A24D612F
VO904CX,Toyota,Land Cruiser,2023-09-24,2025-01-17,False,PRMLSU59C18D612W
AR645JX,Volvo,V90,2023-05-29,2025-06-11,False,PRMMSS62D07D612P
TF322TP,Volvo,V90,2024-12-20,2025-02-22,False,PRMVTR59P12D612P
MK841FK,Volkswagen,Polo,2023-02-11,2025-10-14,True,PRMBDT59E03D612X
CP693NL,Volvo,S60,2024-09-16,2025-05-07,False,TSNLDL61S21I829F
UU752IH,Honda,Civic,2023-12-02,2022-09-05,False,TSNGRG60M01I829Z
PL820QM,Jeep,Compass,2022-05-24,2025-04-06,False,TSNBRC62B20I829D
BP944SO,Kia,Ceed,2023-02-20,2025-11-24,False,TSNLNE63D18I829A
WA074AM,Chevrolet,Silverado,2024-09-20,2025-10-08,False,TSNTLD62R26I829O
GR744QH,Mercedes-Benz,Classe A,2023-05-03,2025-06-22,False,ZRBFLC60A20B832U
FY304UD,Toyota,Land Cruiser,2024-07-05,2025-04-20,False,ZRBGRL61R26B832E
NL214LV,BMW,Serie 5,2023-07-05,2025-05-26,False,ZRBCRI60M20B832S
RL557FM,Volvo,S60,2023-05-29,2023-08-10,False,ZRBGTR63C29B832V
RQ404PO,BMW,X5,2023-02-11,2022-10-22,False,ZRBGTR61S09B832Y
