cf,name,last_name,birthdate,gender,birthplace,residence,gen1,gen2,partner_of
CTPNLT92P17M082D,Anacleto,Catapani,1992-09-17,M,VITERBO,VITERBO,VBICCT70M18H282G,CTPVCN71R23F052N,TMMJSC91B04A326S
CTPCNL92M13M082F,Cornelia,Catapani,1992-08-13,F,VITERBO,VITERBO,VBICCT70M18H282G,CTPVCN71R23F052N,CHNLVS95P29M082T
CTPMLD89E09M082A,Matilde,Catapani,1989-05-09,F,VITERBO,CAGLIARI,VBICCT70M18H282G,CTPVCN71R23F052N,NSTDNL94D03G113J
TMMBBR90P11A326H,Barbara,Tumminelli,1990-09-11,F,AOSTA,RIETI,FRTGLI72H20A794G,TMMLMO73E11D086O,CHNRGR97A16H282V
TMMJSC91B04A326S,Jessica,Tumminelli,1991-02-04,F,AOSTA,VITERBO,FRTGLI72H20A794G,TMMLMO73E11D086O,CTPNLT92P17M082D
TMMCMN89E22G479I,Clemente,Tumminelli,1989-05-22,M,PESARO,MESSINA,SPRDBR72S03G479G,TMMSRA72C12D086X,CTPDTL99B24G942C
TMMLNS93E29G479K,Alfonsino,Tumminelli,1993-05-29,M,PESARO,PESARO,SPRDBR72S03G479G,TMMSRA72C12D086X,
TMMGLI89E02G479R,Gioele,Tumminelli,1989-05-02,M,PESARO,ASCOLI PICENO,SPRDBR72S03G479G,TMMSRA72C12D086X,CTPLNI99R18G942E
TMMMLT92E01G479Y,Amleto,Tumminelli,1992-05-01,M,PESARO,PESARO,SPRDBR72S03G479G,TMMSRA72C12D086X,CDLLDE00B17C933I
TMMFBN91E04G479P,Fabiano,Tumminelli,1991-05-04,M,PESARO,MACERATA,SPRDBR72S03G479G,TMMSRA72C12D086X,VNNRSO92A05H282S
TMMMRO98A04F704S,Moira,Tumminelli,1998-01-04,F,MONZA,POTENZA,TCEGTA78S11G113T,TMMFST72D02D086I,FRTGRM92L08F052C
TMMMRA96P24F704G,Mauro,Tumminelli,1996-09-24,M,MONZA,MONZA,TCEGTA78S11G113T,TMMFST72D02D086I,
TMMMTN96S09F704S,Martino,Tumminelli,1996-11-09,M,MONZA,LA SPEZIA,TCEGTA78S11G113T,TMMFST72D02D086I,NSTBRN89P11A182P
TMMDNT94M10F704G,Donata,Tumminelli,1994-08-10,F,MONZA,FOGGIA,TCEGTA78S11G113T,TMMFST72D02D086I,CHNPRM94S13D643L
TMMGRT94T21F704T,Greta,Tumminelli,1994-12-21,F,MONZA,MATERA,TCEGTA78S11G113T,TMMFST72D02D086I,VNNGMN90T08F052U
TRMPRI96H15M082I,Piera,Tramacere,1996-06-15,F,VITERBO,ROMA,MRGRSL75R12M082W,TRMLHN70D01A089O,CHNMRN95E17H501I
TRMSLV98E03M082H,Salvo,Tramacere,1998-05-03,M,VITERBO,ROMA,MRGRSL75R12M082W,TRMLHN70D01A089O,MLLDLA97S09G113L
TRMCTN97T10M082S,Costanzo,Tramacere,1997-12-10,M,VITERBO,VITERBO,MRGRSL75R12M082W,TRMLHN70D01A089O,NSTMTN98L11G113J
TRQSDR96B04C352E,Sandrina,Tarquinio,1996-02-04,F,CATANZARO,CAGLIARI,TMMSRG69P02D086F,TRQDLM74S26E715L,CRLNNZ98D28B354H
TRQMRZ94L24C352L,Maurizia,Tarquinio,1994-07-24,F,CATANZARO,MONZA,TMMSRG69P02D086F,TRQDLM74S26E715L,CHNGSI95C07H501W
TRQWLM95S06A271K,Wilma,Tarquinio,1995-11-06,F,ANCONA,TARANTO,NSTDIA73H28D542B,TRQBLD75S04E715T,CHNRST95B17D643X
TRQLLE94T30A271H,Lelio,Tarquinio,1994-12-30,M,ANCONA,ANCONA,NSTDIA73H28D542B,TRQBLD75S04E715T,CRLDVG92L26F979N
TRQLPA96D03A271A,Lapo,Tarquinio,1996-04-03,M,ANCONA,ANCONA,NSTDIA73H28D542B,TRQBLD75S04E715T,TCEDRN95H11H501J
TRQSNN94P14A271I,Susanna,Tarquinio,1994-09-14,F,ANCONA,VICENZA,NSTDIA73H28D542B,TRQBLD75S04E715T,MLLLGU95P10L840P
TRQRRG98S09A271M,Rodrigo,Tarquinio,1998-11-09,M,ANCONA,LUCCA,NSTDIA73H28D542B,TRQBLD75S04E715T,CHNMRG94D23H282U
TRQPLA95P18A794K,Paolo,Tarquinio,1995-09-18,M,BERGAMO,COMO,FRTCST69C04A794U,TRQGRG78H14E715O,VNNMRT91R30F052C
TRQGVF97A20A794V,Genoveffa,Tarquinio,1997-01-20,F,BERGAMO,VITERBO,FRTCST69C04A794U,TRQGRG78H14E715O,CHNLCL94E12M082V
TRQPIO94P08A794L,Pio,Tarquinio,1994-09-08,M,BERGAMO,BERGAMO,FRTCST69C04A794U,TRQGRG78H14E715O,TCECRL95T18H501W
TRQMRC95C21A794X,Marco,Tarquinio,1995-03-21,M,BERGAMO,LECCO,FRTCST69C04A794U,TRQGRG78H14E715O,VNNVEA92A10H282U
TRQDLE95B28A794A,Delio,Tarquinio,1995-02-28,M,BERGAMO,TRAPANI,FRTCST69C04A794U,TRQGRG78H14E715O,CDLGDE99B02D643P
ZFFLRZ00D21A345P,Lucrezio,Zaffarana,2000-04-21,M,L'AQUILA,L'AQUILA,CDLVGN80S15H703H,ZFFGNR79D30E335S,CHNLSU96E21M082J
CRLDVG92L26F979N,Edvige,Ceraldo,1992-07-26,F,NUORO,ANCONA,VBITNI73P30H282Z,CRLNFR70R07G478W,TRQLLE94T30A271H
CRLVTT92T23F979Y,Violetta,Ceraldo,1992-12-23,F,NUORO,CARBONIA,VBITNI73P30H282Z,CRLNFR70R07G478W,CDLTTN01R11I452S
CRLDLA90M31F979Z,Dalia,Ceraldo,1990-08-31,F,NUORO,VITERBO,VBITNI73P30H282Z,CRLNFR70R07G478W,CHNRND97T17H501W
CRLCLO93C05F979M,Cloe,Ceraldo,1993-03-05,F,NUORO,IGLESIAS,VBITNI73P30H282Z,CRLNFR70R07G478W,MLLLRT98C07G113G
CRLMAI94E27B354S,Maia,Cirilla,1994-05-27,F,CAGLIARI,ROMA,MRTSML73T07E281I,CRLRSR71A28E507Q,TCESDR94R08H501J
CRLGGI97S06B354C,Gigi,Cirilla,1997-11-06,M,CAGLIARI,CAGLIARI,MRTSML73T07E281I,CRLRSR71A28E507Q,TCEMMI94M22H501D
CRLNNZ98D28B354H,Nunzio,Cirilla,1998-04-28,M,CAGLIARI,CAGLIARI,MRTSML73T07E281I,CRLRSR71A28E507Q,TRQSDR96B04C352E
CRLZTI93A23H163X,Zita,Cirilla,1993-01-23,F,RAGUSA,VITERBO,TRMGAI71D06A089E,CRLFLV69R20E507V,CTPSML92M28M082G
CRLGLI92R29H163O,Giulia,Cirilla,1992-10-29,F,RAGUSA,ROMA,TRMGAI71D06A089E,CRLFLV69R20E507V,CHNNCN95H11H501X
NSTVNZ97A26G113W,Vicenza,Nistico,1997-01-26,F,ORISTANO,FROSINONE,TCEMRO75S04G113M,NSTSST73C06D542K,CTPLFA90E21M082F
NSTNDR98B08G113V,Andrea,Nistico,1998-02-08,M,ORISTANO,MANTOVA,TCEMRO75S04G113M,NSTSST73C06D542K,CHNPPP96M03M082N
NSTCMN98E27G113A,Carmine,Nistico,1998-05-27,M,ORISTANO,ORISTANO,TCEMRO75S04G113M,NSTSST73C06D542K,VNNSFO93E11F052I
NSTPRM97M23G113A,Primo,Nistico,1997-08-23,M,ORISTANO,CAGLIARI,TCEMRO75S04G113M,NSTSST73C06D542K,MLLFST96R02G113T
NSTLRI94S06G113P,Ilario,Nistico,1994-11-06,M,ORISTANO,IGLESIAS,TCEMRO75S04G113M,NSTSST73C06D542K,VNNLVI93L13F052U
NSTDNL94D03G113J,Danilo,Nistico,1994-04-03,M,ORISTANO,CAGLIARI,TCEMRO75S04G113M,NSTSST73C06D542K,CTPMLD89E09M082A
NSTMTN98L11G113J,Martina,Nistico,1998-07-11,F,ORISTANO,VITERBO,TCEMRO75S04G113M,NSTSST73C06D542K,TRMCTN97T10M082S
TCEMMI94M22H501D,Imma,Teci,1994-08-22,F,ROMA,CAGLIARI,VBIVGN73E29H282A,TCECAI76D18G113W,CRLGGI97S06B354C
TCEDRN95H11H501J,Doriana,Teci,1995-06-11,F,ROMA,ANCONA,VBIVGN73E29H282A,TCECAI76D18G113W,TRQLPA96D03A271A
TCEDLU97A30H501B,Duilio,Teci,1997-01-30,M,ROMA,FROSINONE,VBIVGN73E29H282A,TCECAI76D18G113W,NSTPRI92H26G479B
TCEFNN97R06H501E,Fernando,Teci,1997-10-06,M,ROMA,ROMA,VBIVGN73E29H282A,TCECAI76D18G113W,FRTLNE94H02B354S
TCECRL95T18H501W,Carla,Teci,1995-12-18,F,ROMA,BERGAMO,VBIVGN73E29H282A,TCECAI76D18G113W,TRQPIO94P08A794L
TCESDR94R08H501J,Isidoro,Teci,1994-10-08,M,ROMA,ROMA,VBIVGN73E29H282A,TCECAI76D18G113W,CRLMAI94E27B354S
TCEFMN94M21G479T,Flaminia,Teci,1994-08-21,F,PESARO,FROSINONE,SPRGLR70T07G479X,TCELRZ77H08G113N,VNNMDE91D27H282J
NSTBRN89P11A182P,Bruna,Nistico,1989-09-11,F,ALESSANDRIA,LA SPEZIA,FRTMRK70L13A794I,NSTBTL70C08D542O,TMMMTN96S09F704S
NSTTZN92L10G479X,Tiziana,Nistico,1992-07-10,F,PESARO,ROMA,SPRJSC71A06G479F,NSTGIA70E08D542R,CHNGTV96D23H501G
NSTSCR93B23G479M,Oscar,Nistico,1993-02-23,M,PESARO,ASCOLI PICENO,SPRJSC71A06G479F,NSTGIA70E08D542R,VNNGDL89P16F052A
NSTJSC88T20G479G,Jessica,Nistico,1988-12-20,F,PESARO,FIRENZE,SPRJSC71A06G479F,NSTGIA70E08D542R,CHNFDL97H25H501F
NSTBGI90M08G479V,Biagio,Nistico,1990-08-08,M,PESARO,URBINO,SPRJSC71A06G479F,NSTGIA70E08D542R,CDLLRA99C01I452P
NSTPRI92H26G479B,Piera,Nistico,1992-06-26,F,PESARO,FROSINONE,SPRJSC71A06G479F,NSTGIA70E08D542R,TCEDLU97A30H501B
MLLLCN96M20L840P,Luciano,Milello,1996-08-20,M,VICENZA,VICENZA,SPRMTA71D06G479O,MLLPIO75A05B519X,
MLLRCR97R10L840P,Riccardo,Milello,1997-10-10,M,VICENZA,VICENZA,SPRMTA71D06G479O,MLLPIO75A05B519X,CHNMCL95B26D643C
MLLLGU95P10L840P,Luigi,Milello,1995-09-10,M,VICENZA,VICENZA,SPRMTA71D06G479O,MLLPIO75A05B519X,TRQSNN94P14A271I
MLLCSR94B28G113U,Cesare,Milello,1994-02-28,M,ORISTANO,ORISTANO,CHNRSL75S17G113I,MLLTLL74D05B519O,
MLLLRT98C07G113G,Liberato,Milello,1998-03-07,M,ORISTANO,IGLESIAS,CHNRSL75S17G113I,MLLTLL74D05B519O,CRLCLO93C05F979M
MLLFST96R02G113T,Fausta,Milello,1996-10-02,F,ORISTANO,CAGLIARI,CHNRSL75S17G113I,MLLTLL74D05B519O,NSTPRM97M23G113A
MLLGTN94E18G113E,Giustino,Milello,1994-05-18,M,ORISTANO,ORISTANO,CHNRSL75S17G113I,MLLTLL74D05B519O,CDLRSL99T17C933R
MLLCGR94P07G113W,Calogero,Milello,1994-09-07,M,ORISTANO,ORISTANO,CHNRSL75S17G113I,MLLTLL74D05B519O,
MLLDLA97S09G113L,Dalia,Milello,1997-11-09,F,ORISTANO,ROMA,CHNRSL75S17G113I,MLLTLL74D05B519O,TRMSLV98E03M082H
CDLGCM02A03C933B,Giacomo,Cedolini,2002-01-03,M,COMO,COMO,FRTVLR71L25A794C,CDLSML81M03H703F,CTPVGN92B26M082M
CDLRSL99T17C933R,Ursula,Cedolini,1999-12-17,F,COMO,ORISTANO,FRTVLR71L25A794C,CDLSML81M03H703F,MLLGTN94E18G113E
CDLPNI01L10C933S,Pina,Cedolini,2001-07-10,F,COMO,RIETI,FRTVLR71L25A794C,CDLSML81M03H703F,CHNCLL96B24H282I
CDLLDE00B17C933I,Elide,Cedolini,2000-02-17,F,COMO,PESARO,FRTVLR71L25A794C,CDLSML81M03H703F,TMMMLT92E01G479Y
CDLVLR00R06C933H,Valerio,Cedolini,2000-10-06,M,COMO,COMO,FRTVLR71L25A794C,CDLSML81M03H703F,
CDLBDT00L24I452E,Benedetto,Cedolini,2000-07-24,M,SASSARI,SASSARI,TRQMGH75D10E715H,CDLFNZ82L12H703U,
CDLRND99B04I452O,Armando,Cedolini,1999-02-04,M,SASSARI,SASSARI,TRQMGH75D10E715H,CDLFNZ82L12H703U,
CDLBTL99B12I452X,Bartolomeo,Cedolini,1999-02-12,M,SASSARI,SASSARI,TRQMGH75D10E715H,CDLFNZ82L12H703U,
CDLLRA99C01I452P,Laura,Cedolini,1999-03-01,F,SASSARI,URBINO,TRQMGH75D10E715H,CDLFNZ82L12H703U,NSTBGI90M08G479V
CDLTTN01R11I452S,Ottone,Cedolini,2001-10-11,M,SASSARI,CARBONIA,TRQMGH75D10E715H,CDLFNZ82L12H703U,CRLVTT92T23F979Y
CDLLGU99D25I452H,Luigi,Cedolini,1999-04-25,M,SASSARI,IGLESIAS,TRQMGH75D10E715H,CDLFNZ82L12H703U,FRTSNT96D09B354W
CDLGDE99B02D643P,Egidia,Cedolini,1999-02-02,F,FOGGIA,TRAPANI,RMLMCL74S06D643Z,CDLZNE81S24H703F,TRQDLE95B28A794A
NSTPSC17T28E281K,Priscilla,Nistico,2017-12-28,F,IGLESIAS,IGLESIAS,NSTLRI94S06G113P,VNNLVI93L13F052U,
NSTMMI17E28E281O,Imma,Nistico,2017-05-28,F,IGLESIAS,IGLESIAS,NSTLRI94S06G113P,VNNLVI93L13F052U,
NSTPQN18C11E281N,Pasquino,Nistico,2018-03-11,M,IGLESIAS,IGLESIAS,NSTLRI94S06G113P,VNNLVI93L13F052U,
NSTNVE15M30E281T,Nevio,Nistico,2015-08-30,M,IGLESIAS,IGLESIAS,NSTLRI94S06G113P,VNNLVI93L13F052U,
TRQGBR15C29C933W,Gilberto,Tarquinio,2015-03-29,M,COMO,COMO,TRQPLA95P18A794K,VNNMRT91R30F052C,
NSTMRG12B24A462H,Ambrogio,Nistico,2012-02-24,M,ASCOLI PICENO,ASCOLI PICENO,NSTSCR93B23G479M,VNNGDL89P16F052A,
NSTCST11P29A462C,Cristofora,Nistico,2011-09-29,F,ASCOLI PICENO,ASCOLI PICENO,NSTSCR93B23G479M,VNNGDL89P16F052A,
NSTPRM13M29A462V,Primo,Nistico,2013-08-29,M,ASCOLI PICENO,ASCOLI PICENO,NSTSCR93B23G479M,VNNGDL89P16F052A,
NSTMME12D21A462N,Emma,Nistico,2012-04-21,F,ASCOLI PICENO,ASCOLI PICENO,NSTSCR93B23G479M,VNNGDL89P16F052A,
NSTMDA18D18G113Q,Amadeo,Nistico,2018-04-18,M,ORISTANO,ORISTANO,NSTCMN98E27G113A,VNNSFO93E11F052I,
NSTRNN18H13G113T,Ermanno,Nistico,2018-06-13,M,ORISTANO,ORISTANO,NSTCMN98E27G113A,VNNSFO93E11F052I,
NSTCLD15L16G113W,Claudia,Nistico,2015-07-16,F,ORISTANO,ORISTANO,NSTCMN98E27G113A,VNNSFO93E11F052I,
NSTFLV18B04G113J,Fulvia,Nistico,2018-02-04,F,ORISTANO,ORISTANO,NSTCMN98E27G113A,VNNSFO93E11F052I,
NSTLBN15M29G113G,Albino,Nistico,2015-08-29,M,ORISTANO,ORISTANO,NSTCMN98E27G113A,VNNSFO93E11F052I,
TMMFBL13H15E783A,Fabiola,Tumminelli,2013-06-15,F,MACERATA,MACERATA,TMMFBN91E04G479P,VNNRSO92A05H282S,
TMMGRD13H12E783T,Gerardo,Tumminelli,2013-06-12,M,MACERATA,MACERATA,TMMFBN91E04G479P,VNNRSO92A05H282S,
TMMLCI11L24E783Q,Licia,Tumminelli,2011-07-24,F,MACERATA,MACERATA,TMMFBN91E04G479P,VNNRSO92A05H282S,
TRQVNZ18P05E507F,Vicenza,Tarquinio,2018-09-05,F,LECCO,LECCO,TRQMRC95C21A794X,VNNVEA92A10H282U,
TRQGVR14A31E507I,Ginevra,Tarquinio,2014-01-31,F,LECCO,LECCO,TRQMRC95C21A794X,VNNVEA92A10H282U,
TRQTMR18R19E507H,Tamara,Tarquinio,2018-10-19,F,LECCO,LECCO,TRQMRC95C21A794X,VNNVEA92A10H282U,
VNNMRG16B07F023D,Amerigo,Venanzi,2016-02-07,M,MASSA,MASSA,VNNGNI90C10H282A,CHNCLR98A04H501K,
VNNNCN15R15F023M,Innocenzo,Venanzi,2015-10-15,M,MASSA,MASSA,VNNGNI90C10H282A,CHNCLR98A04H501K,
VNNGBB14D30F023C,Giacobbe,Venanzi,2014-04-30,M,MASSA,MASSA,VNNGNI90C10H282A,CHNCLR98A04H501K,
NSTGTR18S09E897X,Geltrude,Nistico,2018-11-09,F,MANTOVA,MANTOVA,NSTNDR98B08G113V,CHNPPP96M03M082N,
NSTMAI15A22E897F,Maia,Nistico,2015-01-22,F,MANTOVA,MANTOVA,NSTNDR98B08G113V,CHNPPP96M03M082N,
CHNRLA16S20H282V,Aurelio,Chiaino,2016-11-20,M,RIETI,RIETI,CHNNDR93T22M082K,FRTSRA90S27F052I,
CHNMMM14M19H282N,Mimmo,Chiaino,2014-08-19,M,RIETI,RIETI,CHNNDR93T22M082K,FRTSRA90S27F052I,
CHNNTL13T01H282I,Natale,Chiaino,2013-12-01,M,RIETI,RIETI,CHNNDR93T22M082K,FRTSRA90S27F052I,
VNNLNZ17T31F052J,Lorenzo,Venanzi,2017-12-31,M,MATERA,MATERA,VNNDRN92H22F052A,CHNTSC96S09M082V,
VNNWNN17P26F052L,Wanna,Venanzi,2017-09-26,F,MATERA,MATERA,VNNDRN92H22F052A,CHNTSC96S09M082V,
VNNRLL14L10F052X,Rosella,Venanzi,2014-07-10,F,MATERA,MATERA,VNNDRN92H22F052A,CHNTSC96S09M082V,
ZFFMLI19L15A345M,Milo,Zaffarana,2019-07-15,M,L'AQUILA,L'AQUILA,ZFFLRZ00D21A345P,CHNLSU96E21M082J,
ZFFDLU19A24A345J,Duilio,Zaffarana,2019-01-24,M,L'AQUILA,L'AQUILA,ZFFLRZ00D21A345P,CHNLSU96E21M082J,
ZFFSFN19R18A345Q,Serafina,Zaffarana,2019-10-18,F,L'AQUILA,L'AQUILA,ZFFLRZ00D21A345P,CHNLSU96E21M082J,
ZFFTTO20M16A345V,Totò,Zaffarana,2020-08-16,M,L'AQUILA,L'AQUILA,ZFFLRZ00D21A345P,CHNLSU96E21M082J,
ZFFLLL20A14A345D,Lucilla,Zaffarana,2020-01-14,F,L'AQUILA,L'AQUILA,ZFFLRZ00D21A345P,CHNLSU96E21M082J,
CHNLSE16A29D810J,Elisa,Chiaino,2016-01-29,F,FROSINONE,FROSINONE,CHNMRA96H29H501J,FRTFNC89S21F052Z,
TRQCDD14H14E715L,Candida,Tarquinio,2014-06-14,F,LUCCA,LUCCA,TRQRRG98S09A271M,CHNMRG94D23H282U,
TRQFCN17L20E715F,Feliciano,Tarquinio,2017-07-20,M,LUCCA,LUCCA,TRQRRG98S09A271M,CHNMRG94D23H282U,
TRQRMN16D08E715W,Romano,Tarquinio,2016-04-08,M,LUCCA,LUCCA,TRQRRG98S09A271M,CHNMRG94D23H282U,
TRQBDT14E06E715X,Benedetta,Tarquinio,2014-05-06,F,LUCCA,LUCCA,TRQRRG98S09A271M,CHNMRG94D23H282U,
TRQMLN14M24E715E,Emiliano,Tarquinio,2014-08-24,M,LUCCA,LUCCA,TRQRRG98S09A271M,CHNMRG94D23H282U,
FRTRSR18A08G942Y,Rosario,Fraternali,2018-01-08,M,POTENZA,POTENZA,FRTGRM92L08F052C,TMMMRO98A04F704S,
FRTCRL16R11G942M,Carla,Fraternali,2016-10-11,F,POTENZA,POTENZA,FRTGRM92L08F052C,TMMMRO98A04F704S,
FRTCLL16M10G942T,Clelia,Fraternali,2016-08-10,F,POTENZA,POTENZA,FRTGRM92L08F052C,TMMMRO98A04F704S,
FRTSML17B16G942U,Samuele,Fraternali,2017-02-16,M,POTENZA,POTENZA,FRTGRM92L08F052C,TMMMRO98A04F704S,
CTPMLN20H11E506H,Emiliano,Catapani,2020-06-11,M,LECCE,LECCE,CTPSRI00H07G942C,FRTGDN94R25B354K,
CTPRZO20D24E506G,Orazio,Catapani,2020-04-24,M,LECCE,LECCE,CTPSRI00H07G942C,FRTGDN94R25B354K,
CTPCST20P28E506R,Celeste,Catapani,2020-09-28,F,LECCE,LECCE,CTPSRI00H07G942C,FRTGDN94R25B354K,
CTPTNZ19E24E506W,Terenzio,Catapani,2019-05-24,M,LECCE,LECCE,CTPSRI00H07G942C,FRTGDN94R25B354K,
CTPMRC19E10E506X,Americo,Catapani,2019-05-10,M,LECCE,LECCE,CTPSRI00H07G942C,FRTGDN94R25B354K,
MLLCTL18H29L840N,Clotilde,Milello,2018-06-29,F,VICENZA,VICENZA,MLLRCR97R10L840P,CHNMCL95B26D643C,
MLLLIA16P23L840M,Lia,Milello,2016-09-23,F,VICENZA,VICENZA,MLLRCR97R10L840P,CHNMCL95B26D643C,
CDLDLZ19B17E281K,Diocleziano,Cedolini,2019-02-17,M,IGLESIAS,IGLESIAS,CDLLGU99D25I452H,FRTSNT96D09B354W,
CDLMRC19E04E281A,Marica,Cedolini,2019-05-04,F,IGLESIAS,IGLESIAS,CDLLGU99D25I452H,FRTSNT96D09B354W,
CDLRLN19E09E281Y,Rosalina,Cedolini,2019-05-09,F,IGLESIAS,IGLESIAS,CDLLGU99D25I452H,FRTSNT96D09B354W,
CDLTTI20D07E281V,Tito,Cedolini,2020-04-07,M,IGLESIAS,IGLESIAS,CDLLGU99D25I452H,FRTSNT96D09B354W,
CDLDMA20E03E281T,Adamo,Cedolini,2020-05-03,M,IGLESIAS,IGLESIAS,CDLLGU99D25I452H,FRTSNT96D09B354W,
TCETLD16A05H501N,Tilde,Teci,2016-01-05,F,ROMA,ROMA,TCEFNN97R06H501E,FRTLNE94H02B354S,
TCEGLN14E09H501Y,Giuliana,Teci,2014-05-09,F,ROMA,ROMA,TCEFNN97R06H501E,FRTLNE94H02B354S,
TCEDLA18L30H501Q,Dalia,Teci,2018-07-30,F,ROMA,ROMA,TCEFNN97R06H501E,FRTLNE94H02B354S,
TCECDD14R15H501F,Candido,Teci,2014-10-15,M,ROMA,ROMA,TCEFNN97R06H501E,FRTLNE94H02B354S,
TMMVTR20C31A462Z,Veturia,Tumminelli,2020-03-31,F,ASCOLI PICENO,ASCOLI PICENO,TMMGLI89E02G479R,CTPLNI99R18G942E,
TMMGDL19S15A462T,Guendalina,Tumminelli,2019-11-15,F,ASCOLI PICENO,ASCOLI PICENO,TMMGLI89E02G479R,CTPLNI99R18G942E,
TMMZRR20B26A462G,Azzurra,Tumminelli,2020-02-26,F,ASCOLI PICENO,ASCOLI PICENO,TMMGLI89E02G479R,CTPLNI99R18G942E,
TMMMLL20A22F158J,Mirella,Tumminelli,2020-01-22,F,MESSINA,MESSINA,TMMCMN89E22G479I,CTPDTL99B24G942C,
TMMGGI19M08F158S,Gigi,Tumminelli,2019-08-08,M,MESSINA,MESSINA,TMMCMN89E22G479I,CTPDTL99B24G942C,
TMMMRT20A29F158L,Ombretta,Tumminelli,2020-01-29,F,MESSINA,MESSINA,TMMCMN89E22G479I,CTPDTL99B24G942C,
TMMGTN19H19F158Y,Agostino,Tumminelli,2019-06-19,M,MESSINA,MESSINA,TMMCMN89E22G479I,CTPDTL99B24G942C,
TMMGGN20E22F158Y,Gigino,Tumminelli,2020-05-22,M,MESSINA,MESSINA,TMMCMN89E22G479I,CTPDTL99B24G942C,
CHNMLN18A01H282R,Milena,Chiaino,2018-01-01,F,RIETI,RIETI,CHNRGR97A16H282V,TMMBBR90P11A326H,
CHNVTR15E22H282A,Vittorio,Chiaino,2015-05-22,M,RIETI,RIETI,CHNRGR97A16H282V,TMMBBR90P11A326H,
CHNBBR17T10H282U,Barbara,Chiaino,2017-12-10,F,RIETI,RIETI,CHNRGR97A16H282V,TMMBBR90P11A326H,
CTPDNC10S25M082B,Domenico,Catapani,2010-11-25,M,VITERBO,VITERBO,CTPNLT92P17M082D,TMMJSC91B04A326S,
CTPPMP13D11M082I,Pompea,Catapani,2013-04-11,F,VITERBO,VITERBO,CTPNLT92P17M082D,TMMJSC91B04A326S,
CHNGPP15T17D643S,Giuseppe,Chiaino,2015-12-17,M,FOGGIA,FOGGIA,CHNPRM94S13D643L,TMMDNT94M10F704G,
CHNBND18B13D643X,Abbondio,Chiaino,2018-02-13,M,FOGGIA,FOGGIA,CHNPRM94S13D643L,TMMDNT94M10F704G,
CHNRGR16D10D643V,Ruggera,Chiaino,2016-04-10,F,FOGGIA,FOGGIA,CHNPRM94S13D643L,TMMDNT94M10F704G,
CHNMRC18E30D643A,Marco,Chiaino,2018-05-30,M,FOGGIA,FOGGIA,CHNPRM94S13D643L,TMMDNT94M10F704G,
CHNBBR17D15D643D,Barbara,Chiaino,2017-04-15,F,FOGGIA,FOGGIA,CHNPRM94S13D643L,TMMDNT94M10F704G,
CHNLEA16D06M082C,Lea,Chiaino,2016-04-06,F,VITERBO,VITERBO,CHNLVS95P29M082T,CTPCNL92M13M082F,
CHNVTR13T08M082Q,Vittorio,Chiaino,2013-12-08,M,VITERBO,VITERBO,CHNLVS95P29M082T,CTPCNL92M13M082F,
NSTGST14A11B354N,Augusta,Nistico,2014-01-11,F,CAGLIARI,CAGLIARI,NSTDNL94D03G113J,CTPMLD89E09M082A,
NSTMSM15C24B354B,Massimiliano,Nistico,2015-03-24,M,CAGLIARI,CAGLIARI,NSTDNL94D03G113J,CTPMLD89E09M082A,
VNNDRA17E27F052B,Daria,Venanzi,2017-05-27,F,MATERA,MATERA,VNNGMN90T08F052U,TMMGRT94T21F704T,
VNNGPP17R30F052Y,Giuseppina,Venanzi,2017-10-30,F,MATERA,MATERA,VNNGMN90T08F052U,TMMGRT94T21F704T,
VNNFDN18B01F052O,Ferdinanda,Venanzi,2018-02-01,F,MATERA,MATERA,VNNGMN90T08F052U,TMMGRT94T21F704T,
VNNMHL17S21F052Q,Michele,Venanzi,2017-11-21,M,MATERA,MATERA,VNNGMN90T08F052U,TMMGRT94T21F704T,
VNNLDL17C17F052O,Landolfo,Venanzi,2017-03-17,M,MATERA,MATERA,VNNGMN90T08F052U,TMMGRT94T21F704T,
CHNMMM18P14H501L,Mimma,Chiaino,2018-09-14,F,ROMA,ROMA,CHNMRN95E17H501I,TRMPRI96H15M082I,
CHNRSN15L15H501N,Rossana,Chiaino,2015-07-15,F,ROMA,ROMA,CHNMRN95E17H501I,TRMPRI96H15M082I,
CHNMLN17E26H501K,Milena,Chiaino,2017-05-26,F,ROMA,ROMA,CHNMRN95E17H501I,TRMPRI96H15M082I,
CHNLDN14E28H501N,Aldino,Chiaino,2014-05-28,M,ROMA,ROMA,CHNMRN95E17H501I,TRMPRI96H15M082I,
CRLMRA15T24B354U,Mauro,Cirilla,2015-12-24,M,CAGLIARI,CAGLIARI,CRLNNZ98D28B354H,TRQSDR96B04C352E,
CRLRNR16R18B354G,Raniero,Cirilla,2016-10-18,M,CAGLIARI,CAGLIARI,CRLNNZ98D28B354H,TRQSDR96B04C352E,
CRLLSS16S22B354K,Alessia,Cirilla,2016-11-22,F,CAGLIARI,CAGLIARI,CRLNNZ98D28B354H,TRQSDR96B04C352E,
CHNVNT15H23F704Y,Valentina,Chiaino,2015-06-23,F,MONZA,MONZA,CHNGSI95C07H501W,TRQMRZ94L24C352L,
CHNGGR17P06F704W,Gregorio,Chiaino,2017-09-06,M,MONZA,MONZA,CHNGSI95C07H501W,TRQMRZ94L24C352L,
