school,cf
Scuola Elementare di VIBO VALENTIA,MGNGDE14L30F537H
Scuola Elementare di VIBO VALENTIA,RGRSLV15H25F537K
Scuola Elementare di VIBO VALENTIA,RGRTEA14E19F537T
Scuola Elementare di ROMA,GNRMLL15D22H501Y
Scuola Elementare di ROMA,LUIFDN16D12H501D
Scuola Elementare di ROMA,LUIMNL16A19H501F
Scuola Elementare di ROMA,LUIBGI14E28H501R
Scuola Elementare di ROMA,LUIRNR14B02H501W
Scuola Elementare di ROMA,LUILRD18E04H501H
Scuola Elementare di ROMA,LUIQMD15E24H501V
Scuola Elementare di ROMA,LUIRSL15H15H501J
Scuola Elementare di ROMA,LUINRN17T18H501I
Scuola Elementare di BIELLA,SGRLND18S12A859B
Scuola Elementare di BIELLA,MNCNTS16D10A859L
Scuola Elementare di BIELLA,MNCMRZ17L21A859J
Scuola Elementare di BIELLA,MNCGLN18E03A859Y
Scuola Elementare di BIELLA,MNCDLZ18E05A859N
Scuola Elementare di BIELLA,RTADRT17T31A859X
Scuola Elementare di BIELLA,VLZMLA16S22A859A
Scuola Elementare di BIELLA,VLZFNN16E13A859U
Scuola Elementare di PESARO,GNRPTR18C19G479E
Scuola Elementare di PESARO,FNTMNI17H07G479I
Scuola Elementare di PESARO,FNTLIA15P23G479A
Scuola Elementare di PESARO,FNTDLL16E21G479O
Scuola Elementare di PESARO,FNTDND18D20G479X
Scuola Elementare di PESARO,FNTGIA16D04G479A
Scuola Elementare di PESARO,MGNSDI17H19G479K
Scuola Elementare di FERMO,GNRCLR15D09D542N
Scuola Elementare di FERMO,CRMMTN15C05D542X
Scuola Elementare di FERMO,CRMLCU15H02D542Y
Scuola Elementare di FERMO,CRMCST18D29D542G
Scuola Elementare di FERMO,CRMDRD17S06D542J
Scuola Elementare di FERMO,CRMSST18E04D542K
Scuola Elementare di FERMO,CDSFCN15C04D542J
Scuola Media di TARANTO,ZRZMRO12S30L049W
Scuola Elementare di BERGAMO,BIATTV17A02A794H
Scuola Elementare di BERGAMO,BIAFLV15H13A794A
Scuola Elementare di BERGAMO,BIARGN14E21A794A
Scuola Elementare di BERGAMO,BIANSC17P30A794H
Scuola Elementare di BERGAMO,BIANLN15R21A794L
Scuola Elementare di BERGAMO,BNTLNE14T10A794N
Scuola Elementare di BERGAMO,BNTGLL17A26A794E
Scuola Elementare di BERGAMO,BNTLTR16P21A794L
Scuola Elementare di BERGAMO,BNTLVN16E18A794B
Scuola Elementare di BERGAMO,BNTRGR14L16A794F
Scuola Elementare di BERGAMO,MPCSRL15E02A794Z
Scuola Elementare di BERGAMO,MPCTLL17H27A794U
Scuola Elementare di BERGAMO,MPCTNZ17M11A794H
Scuola Elementare di BERGAMO,MPCGTR15A09A794H
Scuola Elementare di BERGAMO,BLDVCN15R21A794D
Scuola Elementare di BERGAMO,BLDZNE15M21A794X
Scuola Elementare di CALTANISSETTA,PRSPLT15C14B429T
Scuola Elementare di CALTANISSETTA,PRSGRZ17M20B429C
Scuola Elementare di CALTANISSETTA,PRSSNT18B19B429W
Scuola Elementare di CALTANISSETTA,CTRSDI16H29B429O
Scuola Elementare di CALTANISSETTA,CTRMCL14C01B429Y
Scuola Elementare di CALTANISSETTA,CTRVSS17L12B429D
Scuola Elementare di CALTANISSETTA,CTRMRZ14C04B429Y
Scuola Elementare di CALTANISSETTA,SPZMDE17D26B429H
Scuola Elementare di CARBONIA,FLNMRC18A08B745Z
Scuola Elementare di CARBONIA,FLNLDR15D24B745H
Scuola Elementare di CARBONIA,FLNSDR17H05B745C
Scuola Elementare di CARBONIA,FLNSLM17T02B745J
Scuola Elementare di CARBONIA,FLNNTL15E05B745O
Scuola Elementare di CARBONIA,BNCCLR18B07B745X
Scuola Elementare di CARBONIA,BNCGMN16S11B745F
Scuola Elementare di ANCONA,PRSRSL17B22A271U
Scuola Elementare di ANCONA,PRSGTN17D23A271W
Scuola Elementare di ANCONA,PRSSTR18C11A271D
Scuola Elementare di ALESSANDRIA,FLNRTT15R26A182H
Scuola Elementare di ALESSANDRIA,FLNFST16S06A182W
Scuola Elementare di ALESSANDRIA,FLNDNA16P18A182F
Scuola Elementare di ALESSANDRIA,FLNTCR14T20A182P
Scuola Elementare di ALESSANDRIA,FLNMRO18E30A182I
Scuola Media di ORISTANO,RRQRMI11D03G113Z
Scuola Media di ORISTANO,RRQSRN11H20G113B
Scuola Media di ORISTANO,RRQSDR12S19G113T
Scuola Elementare di POTENZA,ZRZGTN17P04G942V
Scuola Elementare di POTENZA,ZRZLLL18P04G942P
Scuola Elementare di POTENZA,ZRZCCL17B13G942C
Scuola Elementare di POTENZA,ZRZPQN17D07G942I
Scuola Elementare di POTENZA,VCNNLM15D28G942A
Scuola Elementare di POTENZA,SMNRNN16H10G942Z
Scuola Elementare di POTENZA,SMNRFL15E26G942W
Scuola Elementare di POTENZA,MMEGLI18P19G942W
Scuola Elementare di POTENZA,MMERML14S29G942E
Scuola Elementare di POTENZA,MMELNS15C05G942R
Scuola Elementare di POTENZA,MMEVNT13S24G942F
Scuola Elementare di POTENZA,MMERLA15T02G942Q
Scuola Elementare di POTENZA,PTNLDL17L28G942J
Scuola Elementare di POTENZA,PTNGZN16B07G942N
Scuola Elementare di POTENZA,PTNQMD16R20G942C
Scuola Elementare di POTENZA,PTNCST16H28G942Z
Scuola Elementare di BARLETTA,ZRZCML14C21A669R
Scuola Elementare di BARLETTA,ZRZTEA17L13A669W
Scuola Elementare di BARLETTA,ZRZDTL17D26A669I
Scuola Elementare di BARLETTA,ZRZVNI14M21A669W
Scuola Elementare di BARLETTA,NCLFNN17B20A669M
Scuola Elementare di BARLETTA,CRLDNT17R03A669C
Scuola Elementare di BARLETTA,CRLVLM16M21A669B
Scuola Elementare di BARLETTA,CRLNZR16H13A669W
Scuola Elementare di BARLETTA,CRLSNN18P21A669C
Scuola Elementare di BARLETTA,CRLLDL14L27A669U
Scuola Elementare di BARLETTA,CRLTBO16B03A669K
Scuola Media di PALERMO,ZNCLDL10T10G273H
Scuola Media di PALERMO,ZNCTNA11A03G273K
Scuola Media di PALERMO,ZNCDRA13E02G273Q
Scuola Media di PALERMO,GTTGRN13M28G273M
Scuola Media di PALERMO,GTTCST12S08G273J
Scuola Media di PALERMO,GTTSRN11S26G273M
Scuola Media di PALERMO,GTTPMP11M26G273B
Scuola Media di PALERMO,GTTNBL12S17G273Z
Scuola Media di PALERMO,BLZLRD13E30G273T
Scuola Media di PALERMO,BLZSBN11S19G273V
Scuola Media di PALERMO,BLZVNN12T17G273R
Scuola Media di PALERMO,BLZVTR12M05G273O
Scuola Media di PALERMO,BLZMRM13R02G273D
Scuola Elementare di ANDRIA,TLOLGU16L20A285R
Scuola Elementare di ANDRIA,TLOLNI16B05A285Q
Scuola Elementare di ANDRIA,TLOVLR14E22A285U
Scuola Elementare di ANDRIA,TLOCSS16C23A285K
Scuola Elementare di ANDRIA,CRDSCN17T09A285D
Scuola Elementare di ANDRIA,CRDLVR18D12A285K
Scuola Elementare di ANDRIA,CRDSND14A04A285G
Scuola Elementare di ANDRIA,CRDCML17D08A285P
Scuola Elementare di ANDRIA,CRDPCR17R13A285L
Scuola Elementare di ANDRIA,CPPRST14E05A285T
Scuola Elementare di ANDRIA,CPPVTR18C20A285N
Scuola Elementare di ANDRIA,CPPDTL17C31A285O
Scuola Elementare di ANDRIA,MPLMDA14E01A285R
Scuola Elementare di ANDRIA,MPLGGR18P05A285V
Scuola Elementare di ANDRIA,MPLYLO18E02A285X
Scuola Elementare di ANDRIA,MPLLNI15T01A285R
Scuola Elementare di ANDRIA,BRGDFN17R07A285P
Scuola Elementare di ANDRIA,CHRSND16A03A285X
Scuola Elementare di ANDRIA,CHRDLB16P02A285Q
Scuola Elementare di ORISTANO,RRQMHL18C31G113X
Scuola Elementare di ORISTANO,RRQTLI14C03G113O
Scuola Elementare di ORISTANO,LCHDNC15H30G113K
Scuola Elementare di ORISTANO,LCHMNI18B15G113V
Scuola Elementare di ORISTANO,LCHRNI17H19G113Y
Scuola Elementare di ORISTANO,LCHMLE18S01G113Z
Scuola Elementare di ORISTANO,LCHDRA14S30G113Q
Scuola Elementare di ORISTANO,CLNJSC15M19G113O
Scuola Elementare di ORISTANO,CLNLSN18D23G113G
Scuola Elementare di ORISTANO,VSNDCC15T29G113K
Scuola Elementare di ORISTANO,VSNDRN17H22G113N
Scuola Elementare di ORISTANO,VSNNRN18S07G113D
Scuola Elementare di AVELLINO,ZLLPIO16A14A509H
Scuola Elementare di AVELLINO,ZLLDNL16P06A509A
Scuola Elementare di AVELLINO,ZLLMTA17A09A509X
Scuola Elementare di AVELLINO,ZLLCLL17H16A509Z
Scuola Elementare di AVELLINO,ZLLRNO16D20A509J
Scuola Elementare di AVELLINO,ZLLCLN18D22A509J
Scuola Elementare di AVELLINO,MSCPRM17D22A509B
Scuola Elementare di AVELLINO,MSCGTV18L21A509A
Scuola Elementare di AVELLINO,MSCFNC18E22A509W
Scuola Elementare di AVELLINO,FRNFNC15R27A509N
Scuola Elementare di CAMPOBASSO,ZRZLVS17E17B519Q
Scuola Elementare di CAMPOBASSO,ZRZMRC14T14B519T
Scuola Elementare di CAMPOBASSO,ZRZLRD14H09B519H
Scuola Elementare di CAMPOBASSO,GRNLVO14D17B519W
Scuola Elementare di CAMPOBASSO,GRNSML15M03B519J
Scuola Elementare di CAMPOBASSO,GRNSMN16P18B519K
Scuola Elementare di CAMPOBASSO,VSNLBN18C11B519S
Scuola Elementare di CAMPOBASSO,BLDLRT15C15B519M
Scuola Elementare di REGGIO DI CALABRIA,SLLMRA18L11H224F
Scuola Elementare di REGGIO DI CALABRIA,SLLDLL18M16H224G
Scuola Elementare di REGGIO DI CALABRIA,SLLLRD18E14H224V
Scuola Elementare di REGGIO DI CALABRIA,SLLGRT18L19H224N
Scuola Elementare di REGGIO DI CALABRIA,CLADNI17S11H224N
Scuola Elementare di REGGIO DI CALABRIA,CLADNI15E13H224P
Scuola Elementare di REGGIO DI CALABRIA,CLASMN16L17H224N
Scuola Elementare di REGGIO DI CALABRIA,CLALNE17C28H224E
Scuola Elementare di REGGIO DI CALABRIA,BLCLRC15P21H224S
Scuola Elementare di REGGIO DI CALABRIA,BLCMLN17D08H224X
Scuola Elementare di REGGIO DI CALABRIA,BLCGTR17H16H224M
Scuola Media di IGLESIAS,RRQLRD12E17E281V
Scuola Media di IGLESIAS,RRQMRG12M28E281L
Scuola Media di IGLESIAS,RRQCCL12B21E281S
Scuola Media di IGLESIAS,CRMVND12S16E281B
Scuola Media di IGLESIAS,CRMMSS13S06E281Z
Scuola Media di IGLESIAS,CRMFLV11L12E281U
Scuola Media di IGLESIAS,CRMLBR11L06E281B
Scuola Media di IGLESIAS,CRMFNC12E26E281I
Scuola Elementare di BENEVENTO,RRQSML16P22A783W
Scuola Elementare di BENEVENTO,RRQGGN17C30A783J
Scuola Elementare di BENEVENTO,RRQLRT14T04A783Y
Scuola Elementare di BENEVENTO,CRMRME17C28A783O
Scuola Elementare di BENEVENTO,CRMRLB13T07A783Y
Scuola Elementare di BENEVENTO,CRMLNU14E15A783U
Scuola Elementare di BENEVENTO,CRMZTI16B14A783F
Scuola Elementare di TARANTO,GNRVTR15D07L049Y
Scuola Elementare di TARANTO,GNRLVC16T30L049Q
Scuola Elementare di TARANTO,GNRPRI15S15L049F
Scuola Elementare di TARANTO,GNRCRN15R10L049H
Scuola Elementare di TARANTO,TZZLRC16C08L049U
Scuola Elementare di TARANTO,TZZSNL17B22L049G
Scuola Elementare di TARANTO,MRCDLD17L25L049J
Scuola Elementare di TARANTO,MRCDLC17H03L049N
Scuola Elementare di TARANTO,GDNGCM15L17L049V
Scuola Elementare di TARANTO,BVNLND14L19L049M
Scuola Elementare di TARANTO,BVNNTN17L13L049H
Scuola Elementare di FROSINONE,GNRNLT17A08D810T
Scuola Elementare di FROSINONE,GNRJCP17B07D810J
Scuola Elementare di FROSINONE,GNRSDI18D12D810K
Scuola Elementare di FROSINONE,GNRMBR17B21D810U
Scuola Elementare di FROSINONE,TRMBRM16B07D810N
Scuola Elementare di FROSINONE,CRNBDT17L15D810O
Scuola Elementare di FROSINONE,CRNQMD17A30D810L
Scuola Elementare di FROSINONE,MGNCPI16A31D810N
Scuola Elementare di FROSINONE,MGNNGL18C27D810J
Scuola Elementare di FROSINONE,MGNVNN18D26D810Y
Scuola Elementare di FROSINONE,MGNLRC16C10D810Y
Scuola Elementare di FROSINONE,MGNLCL14H06D810B
Scuola Elementare di FROSINONE,PRSGND18A07D810H
Scuola Elementare di TERAMO,TLORNI17E30L103P
Scuola Elementare di TERAMO,TLOMRK18H05L103S
Scuola Elementare di TERAMO,TLOGGR14P30L103Z
Scuola Elementare di TERAMO,TLOLRT15T29L103E
Scuola Elementare di TERAMO,MRCMLE13S25L103E
Scuola Elementare di TERAMO,MRCSST14B22L103O
Scuola Elementare di TERAMO,MRCRGR15S11L103V
Scuola Elementare di TERAMO,SNTLIO15B03L103J
Scuola Elementare di TERAMO,SNTLRC15L02L103O
Scuola Elementare di TERAMO,SNTDMN15P27L103O
Scuola Elementare di TERAMO,SNTMRT17E15L103W
Università di BIELLA,MNCNSC95R15A859A
Università di BIELLA,MNCGVR97M23A859N
Università di BIELLA,MNCSCR94D30A859B
Università di BIELLA,MTUFBN92P10A859O
Università di BIELLA,MNCPPP95A23A859U
Università di BIELLA,MNCNDR96T12A859J
Università di BIELLA,MNCDMN97C04A859B
Università di BIELLA,GRVLHN03C08A859A
Università di BIELLA,MGNRRA92B03A859O
Università di BIELLA,MGNGST89T12A859S
Università di BIELLA,SMNZRR89P29A859L
Università di BIELLA,CHRRST95H24A859L
Università di BIELLA,CHRMRZ94S25A859G
Università di BIELLA,CHRGLL94E13A859Y
Università di BELLUNO,DRAGTN90R22A757D
Università di BELLUNO,DRAFBN90A01A757A
Università di BELLUNO,CRNNNZ94L05A757Z
Università di BELLUNO,CRNGVF99C21A757J
Università di BELLUNO,DRLNBL00L30A757W
Università di BELLUNO,DRLLRT99A01A757G
Università di BELLUNO,DRLLCN00C26A757P
Università di BELLUNO,CRMGLD00H28A757B
Università di BELLUNO,CRMDLU99M20A757B
Università di BELLUNO,TRVDMN01T30A757E
Università di BELLUNO,TRVGLD00A08A757K
Università di BELLUNO,FRMGTV03M03A757B
Università di BELLUNO,FRMRNR05H15A757W
Università di BELLUNO,FRMSNN04H26A757V
Università di BELLUNO,FRMLLD05E01A757Q
Università di BELLUNO,FRMCST06P21A757C
Università di BELLUNO,FLLRRT96B18A757C
Università di BELLUNO,FLLFDR98M14A757X
Università di BELLUNO,BNLMRN99R19A757T
Università di BELLUNO,BNLPLG99C29A757J
Università di BELLUNO,BNLVTR00H23A757F
Università di BELLUNO,MCATLD02A17A757E
Università di BELLUNO,MCABNT05M10A757W
Università di BELLUNO,MCADLL03M06A757L
Università di BELLUNO,MCAMLE04P15A757Y
Università di BELLUNO,FCCGNZ03T29A757V
Università di BELLUNO,FCCMLD04H28A757R
Università di BELLUNO,FCCMNI06S04A757X
Università di BELLUNO,FCCMRG06H10A757H
Università di BELLUNO,BRPLND04B26A757L
Università di BELLUNO,BRPBRT05E14A757I
Università di BELLUNO,BRPVNC03A07A757U
Università di BELLUNO,BRPVSS03B02A757P
Università di BELLUNO,BRPCSM04L18A757K
Università di BELLUNO,BNCDCC99M27A757E
Università di BELLUNO,BNCNMO00M10A757T
Università di BELLUNO,GSTGAI05A27A757X
Università di BELLUNO,GSTRZO06M11A757K
Università di BELLUNO,GSTMAI04T12A757C
Università di CUSIO,MTUMHL89E24D223C
Università di CUSIO,GRDCSN88S17D223K
Università di CUSIO,GRDFLV90T21D223T
Università di CUSIO,VLCGNT96L02D223U
Università di CUSIO,MNTPSQ01C09D223D
Università di CUSIO,BVOSTR00M30D223R
Università di UDINE,LNAMDA95T22L483P
Università di UDINE,ZCCMMI00H08L483K
Università di UDINE,ZCCMRT00A19L483Y
Università di UDINE,ZCCCLL00C25L483Z
Università di UDINE,LDBMRM97D05L483S
Università di UDINE,LDBMSM97M29L483R
Università di UDINE,CHRLND00H20L483G
Università di UDINE,VLZNNZ02D01L483R
Università di UDINE,SCRDMN92B18L483E
Università di UDINE,FRNDNC98R10L483T
Università di PIACENZA,CRMSVT91A03G535W
Università di PIACENZA,DTGDNL95P22G535Q
Università di PIACENZA,RMAFBL99P19G535X
Università di PIACENZA,PRTNDR93H05G535E
Università di PIACENZA,GNCGRG06H13G535Q
Università di PIACENZA,GNCGLI03T26G535R
Università di PIACENZA,GNCGDU03S15G535B
Università di PIACENZA,BRPPRI00M02G535G
Università di PIACENZA,BRPLNE02D01G535W
Università di PIACENZA,BRPMTT99R10G535K
Università di BRESCIA,LNRMRC93A01B157R
Università di BRESCIA,LNRTDD99D09B157F
Università di BRESCIA,LNRSFN02R07B157Q
Università di BRESCIA,LNRDLR01B10B157Y
Università di BRESCIA,LNRTNA00A23B157U
Università di BRESCIA,LNRMGH00S14B157B
Università di BRESCIA,LNRCCL01B10B157S
Università di BRESCIA,LNRNVE01E15B157W
Università di BRESCIA,DLCLND05D10B157R
Università di BRESCIA,PRGLIA94S14B157F
Università di BRESCIA,PRGFBA97R23B157E
Università di BRESCIA,PRGRNI97P20B157H
Università di BRESCIA,RCCGLL01H02B157F
Università di BRESCIA,FLLMRZ03C14B157L
Università di BRESCIA,FLLMRZ06C27B157X
Università di BRESCIA,FLLLPA04T14B157Q
Università di BRESCIA,FLLMRZ02T07B157A
Università di BRESCIA,MPCNNZ04D06B157Q
Università di PALERMO,DSTMRG01E31G273A
Università di PALERMO,DSTLNI02M16G273K
Università di PALERMO,DSTPQN99S01G273K
Università di PALERMO,CVNDRA99E26G273I
Università di PALERMO,CVNMRA01P18G273M
Università di PALERMO,CVNMLI00D20G273C
Università di PALERMO,CVNMRS99R08G273K
Università di PALERMO,RSGLRC06H14G273R
Università di PALERMO,RSGLND06R09G273G
Università di PALERMO,FFNLVN97M18G273H
Università di PALERMO,FFNSTN96A25G273V
Università di PALERMO,FFNDNI98E20G273F
Università di PALERMO,FFNGIO96B22G273G
Università di PALERMO,FFNSLV97B02G273J
Università di PALERMO,TDSDLF05P16G273N
Università di PALERMO,MNCNZE90E01G273B
Università di NOVARA,MNCLFA96P01F952W
Università di NOVARA,MNCGTN97M07F952M
Università di NOVARA,BNFFRC96R29F952F
Università di NOVARA,BNFGNE98C23F952F
Università di NOVARA,BNFTTR96M29F952Y
Università di NOVARA,PNGRND91B04F952I
Università di NOVARA,PNGGVF93L12F952S
Università di RAVENNA,ZCCLCU97D16H199Y
Università di RAVENNA,VGRVNC03C04H199S
Università di RAVENNA,CRNPPP06R26H199O
Università di RAVENNA,CRNNRC05C12H199P
Università di RAVENNA,CRNCST06R06H199M
Università di RAVENNA,CCCFLV00R06H199Z
Università di RAVENNA,CCCMRG99P21H199G
Università di RAVENNA,FCCGNN06L26H199U
Università di RAVENNA,FCCBRN05T23H199E
Università di RAVENNA,FCCFBN04C18H199B
Università di RAVENNA,PRTPLM89S05H199Z
Università di RAVENNA,RNIMNL06P07H199R
Università di RAVENNA,RNISST05R31H199N
Università di RAVENNA,GLZGTR05H26H199H
Università di RAVENNA,GLZMLD06C24H199Y
Università di PADOVA,RIUPLL93M28G224R
Università di PADOVA,RIUGLD90C30G224T
Università di PADOVA,RIUSND00P10G224X
Università di PADOVA,RIUMRT02H03G224Q
Università di PADOVA,RIUPRM02M10G224I
Università di PADOVA,RIUSNT01C06G224D
Università di PADOVA,RIUMRC99H07G224K
Università di PADOVA,RDLPNI05M13G224I
Università di PADOVA,RDLMSM03S05G224Y
Università di PADOVA,TRMNRC04D11G224D
Università di PADOVA,TRMPPN03T08G224J
Università di PADOVA,TRMSVT04M15G224Z
Università di PADOVA,TRMMRA05D07G224R
Università di PADOVA,FLTMRA90R26G224W
Università di PADOVA,FLTPLN98H18G224C
Università di PADOVA,BLRSDR02T21G224Y
Università di PADOVA,BLRGNI03B05G224O
Università di VERCELLI,BFLDLE98C02L750P
Università di VERCELLI,BFLCST97A21L750D
Università di VERCELLI,BFLCLI95T25L750I
Università di VERCELLI,DRLRNI05L27L750G
Università di VERCELLI,DRLYLO04P08L750B
Università di VERCELLI,DRLMLN03D15L750M
Università di VERCELLI,GGLVNZ93M12L750R
Università di VERCELLI,RVGDNC95L16L750T
Università di VERCELLI,RVGBGI97A09L750W
Università di VERCELLI,MBRVNI00S19L750P
Università di VERCELLI,MBRPIA02L28L750T
Università di VERCELLI,MBRPMP02L07L750D
Università di VERCELLI,MBRLMO01L19L750C
Università di VERCELLI,MBRSLL99M15L750A
Università di VERCELLI,SMNLCU91C01L750L
Università di VERCELLI,SMNCLL90B07L750D
Università di VERCELLI,BRTVTT99B06L750I
Università di VERCELLI,BLDTTI97D08L750R
Università di VERCELLI,BLDGTN94S26L750J
Università di CATANZARO,BRTCTN01H20C352X
Università di CATANZARO,BRTGRG01H22C352S
Università di CATANZARO,BRTFDN01A11C352B
Università di CATANZARO,MGARMN01A29C352O
Università di CATANZARO,NSIMLA05A07C352M
Università di CATANZARO,NSISRN06R03C352H
Università di CATANZARO,NSIGLE02T29C352A
Università di CATANZARO,NSISST06B20C352F
Università di CATANZARO,TGLLND03A17C352W
Università di CATANZARO,TGLRHL03L11C352T
Università di CATANZARO,TGLYNN06R29C352I
Università di CATANZARO,VRNMLI06M15C352Z
Università di CATANZARO,VRNLLL04H05C352X
Università di CATANZARO,VRNCLR03A01C352Q
Università di CATANZARO,VRNNLC03H28C352X
Università di CATANZARO,VRNNVE03L22C352E
Università di CATANZARO,FRMLND99A25C352R
Università di CATANZARO,FRMFBA99M04C352Z
Università di CATANZARO,FRMMRZ98T02C352E
Scuola Elementare di TRAPANI,SCHNTN17D04L331L
Scuola Elementare di TRAPANI,SCHLDR14E18L331Q
Scuola Elementare di TRAPANI,SCHLVR14M05L331V
Scuola Elementare di TRAPANI,GNVMRL18H01L331L
Scuola Elementare di TRAPANI,MRCBSL16H12L331K
Scuola Elementare di TRAPANI,MRCGIA18D16L331N
Scuola Elementare di TRAPANI,MRCDRN14A23L331V
Scuola Elementare di TRAPANI,MRCGTN17L06L331Q
Scuola Elementare di TRAPANI,MRCFNC18H29L331G
Scuola Elementare di TRAPANI,MNTRND17S17L331N
Scuola Elementare di TRAPANI,MNTSRA13T09L331A
Scuola Elementare di TRAPANI,MNTGTA13S17L331P
Scuola Elementare di TRAPANI,MNTBRM16E09L331T
Scuola Elementare di TRAPANI,BRBLRN15H12L331U
Scuola Elementare di TRAPANI,BRBLRC16B24L331Y
Scuola Media di VERONA,RIUMLD13H09L781Y
Scuola Media di VERONA,RIUMRG11T22L781M
Scuola Media di VERONA,CRMMDL13R07L781E
Scuola Media di VERONA,FFNLVN11B26L781W
Scuola Media di VERONA,MRVLND13A08L781I
Scuola Media di VERONA,MRVNSC12A18L781B
Scuola Media di VERONA,MRVWTR12C19L781H
Scuola Media di VERONA,SMNGRL11R18L781E
Scuola Media di VERONA,SMNGDL12L31L781J
Scuola Media di VERONA,SMNSNT12D03L781X
Scuola Media di VERONA,SMNSLV13L07L781R
Scuola Elementare di VERBANO,GBBSNL17M30D223H
Scuola Elementare di VERBANO,GBBYND17C17D223G
Scuola Elementare di VERBANO,GBBGGR16C29D223B
Scuola Elementare di VERBANO,GBBLRC15A02D223N
Scuola Elementare di IMPERIA,GCMSST14C13E290Q
Scuola Elementare di IMPERIA,GCMVGN18R22E290W
Scuola Elementare di IMPERIA,GCMLRD16T04E290B
Scuola Elementare di IMPERIA,GCMGVF17A26E290W
Scuola Elementare di IMPERIA,GCMGLR15S18E290O
Scuola Elementare di IMPERIA,BFLLRT18C08E290U
Scuola Elementare di IMPERIA,BFLTEA17H29E290Z
Scuola Elementare di IMPERIA,BFLRSO15D08E290Y
Scuola Elementare di IMPERIA,BFLGLE17B01E290X
Scuola Elementare di IMPERIA,BFLCRL17R01E290M
Scuola Elementare di IMPERIA,CRNLPA18A08E290Z
Scuola Elementare di IMPERIA,CRNMRN15T25E290Y
Scuola Elementare di IMPERIA,PJUNNA14P05E290W
Scuola Elementare di IMPERIA,SRGDAA16C09E290V
Scuola Elementare di IMPERIA,SRGPNI14S08E290L
Scuola Elementare di IMPERIA,BRBGTN17R07E290X
Scuola Elementare di IMPERIA,SNTLVS16H06E290F
Scuola Elementare di IMPERIA,SNTFNZ14H09E290U
Scuola Elementare di IMPERIA,SNTGNT15E07E290E
Scuola Elementare di IMPERIA,SNTLVR14S07E290Z
Scuola Elementare di IMPERIA,SNTBNT13T05E290Y
Scuola Elementare di IMPERIA,SNTSLN18D25E290T
Scuola Elementare di IMPERIA,SNTRLN16H26E290C
Scuola Elementare di IMPERIA,CHRNRN16L18E290Z
Scuola Elementare di IMPERIA,CHRTZN18D26E290W
Scuola Elementare di IMPERIA,CRTCRL16E25E290C
Scuola Elementare di IMPERIA,CRTLND14D07E290N
Scuola Media di PISTOIA,CMPFLV11A05G713S
